V1,V4,V5
S,ter minhas <a> primeiro trabalhar né pra construir <a>,S_ALCP_2017MA-_DanielS.eaf
S,ficar de boa,S_ALCP_2017MA-_DanielS.eaf
S,não trabalhar pra ninguém,S_ALCP_2017MA-_DanielS.eaf
D1,uhum,S_ALCP_2017MA-_DanielS.eaf
D1,ter seu próprio negócio então,S_ALCP_2017MA-_DanielS.eaf
S,isso,S_ALCP_2017MA-_DanielS.eaf
D1,do quê você sabe,S_ALCP_2017MA-_DanielS.eaf
S,ah tipo abrir uma lojinha,S_ALCP_2017MA-_DanielS.eaf
S,um mercadinho alguma coisa assim,S_ALCP_2017MA-_DanielS.eaf
D1,uhum,S_ALCP_2017MA-_DanielS.eaf
D1,e se você ganhasse na mega-sena o que que você faria,S_ALCP_2017MA-_DanielS.eaf
S,ah,S_ALCP_2017MA-_DanielS.eaf
S,primeiramente vinha,S_ALCP_2017MA-_DanielS.eaf
S,minha fa meus <a> pais <a> minhas <a> mães <a>,S_ALCP_2017MA-_DanielS.eaf
S,aí depois <a> vem minha família,S_ALCP_2017MA-_DanielS.eaf
S,aí depois <a> ia me controlar né,S_ALCP_2017MA-_DanielS.eaf
S,ia,S_ALCP_2017MA-_DanielS.eaf
S,xxx,S_ALCP_2017MA-_DanielS.eaf
S,porque não é fácil ganhar,S_ALCP_2017MA-_DanielS.eaf
D1,mas você ia ajudar a sua sua família então,S_ALCP_2017MA-_DanielS.eaf
S,ia sim com certeza,S_ALCP_2017MA-_DanielS.eaf
S,em primeiro lugar,S_ALCP_2017MA-_DanielS.eaf
D1,uhum,S_ALCP_2017MA-_DanielS.eaf
D1,e depois você ia fazer o quê,S_ALCP_2017MA-_DanielS.eaf
S,ah ia conviver eu ia ficar,S_ALCP_2017MA-_DanielS.eaf
S,sempre atento né não vai gastar <a> dinheiro com,S_ALCP_2017MA-_DanielS.eaf
S,besteira <a>,S_ALCP_2017MA-_DanielS.eaf
S,comprar algo que dê futuro,S_ALCP_2017MA-_DanielS.eaf
D1,uhum,S_ALCP_2017MA-_DanielS.eaf
S,isso,S_ALCP_2017MA-_DanielS.eaf
D1,uhum,S_ALCP_2017MA-_DanielS.eaf
D1,certo,S_ALCP_2017MA-_DanielS.eaf
ROTEIRO,TRABALHO,S_ALCP_2017MA-_WellingtonF.eaf
D1,e bom,S_ALCP_2017MA-_WellingtonF.eaf
D1,você trabalha aqui perto né,S_ALCP_2017MA-_WellingtonF.eaf
S,aham,S_ALCP_2017MA-_WellingtonF.eaf
D1,e bom,S_ALCP_2017MA-_WellingtonF.eaf
D1,quando você,S_ALCP_2017MA-_WellingtonF.eaf
D1,sai como que você faz pra voltar pro seu trabalho,S_ALCP_2017MA-_WellingtonF.eaf
D1,você vem a pé pega ônibus,S_ALCP_2017MA-_WellingtonF.eaf
S,pego o uber,S_ALCP_2017MA-_WellingtonF.eaf
D1,uber,S_ALCP_2017MA-_WellingtonF.eaf
S,às vezes eu saio com um colega meu,S_ALCP_2017MA-_WellingtonF.eaf
S,eu tinha uma moto hoje eu não tenho mais aí meu colega tem uma moto aí a gente sai junto de moto,S_ALCP_2017MA-_WellingtonF.eaf
S,aí geralmente a gente está saindo mais de moto,S_ALCP_2017MA-_WellingtonF.eaf
S,antes era mais de uber,S_ALCP_2017MA-_WellingtonF.eaf
D1,aham,S_ALCP_2017MA-_WellingtonF.eaf
S,antes uma xxx a gente sair cada um em uma moto,S_ALCP_2017MA-_WellingtonF.eaf
S,aí hoje eu não tenho mais só ele tem,S_ALCP_2017MA-_WellingtonF.eaf
S,aí quando a gente está de folga mesmo a gente vai,S_ALCP_2017MA-_WellingtonF.eaf
S,ou vai pra paulínia na casa de uns colegas ou vai em hortolândia,S_ALCP_2017MA-_WellingtonF.eaf
S,ou aqui mesmo a dis,S_ALCP_2017MA-_WellingtonF.eaf
S,e mais de moto,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,quando não é,S_ALCP_2017MA-_WellingtonF.eaf
S,saímos,S_ALCP_2017MA-_WellingtonF.eaf
S,de uber,S_ALCP_2017MA-_WellingtonF.eaf
D1,uber é bom,S_ALCP_2017MA-_WellingtonF.eaf
S,muito bom,S_ALCP_2017MA-_WellingtonF.eaf
D1,e o que é que você faz,S_ALCP_2017MA-_WellingtonF.eaf
D1,aqui,S_ALCP_2017MA-_WellingtonF.eaf
S,aqui eu sou garçon,S_ALCP_2017MA-_WellingtonF.eaf
D1,aham,S_ALCP_2017MA-_WellingtonF.eaf
S,é,S_ALCP_2017MA-_WellingtonF.eaf
S,ajudo um pouco de,S_ALCP_2017MA-_WellingtonF.eaf
S,tudo né,S_ALCP_2017MA-_WellingtonF.eaf
S,nas minhas folgas eu,S_ALCP_2017MA-_WellingtonF.eaf
S,nas minhas folgas não na,S_ALCP_2017MA-_WellingtonF.eaf
S,folga do menino,S_ALCP_2017MA-_WellingtonF.eaf
S,que trabalha no bar,S_ALCP_2017MA-_WellingtonF.eaf
S,aqui da empresa,S_ALCP_2017MA-_WellingtonF.eaf
S,eu tiro a folga dele eu trabalho de barman nas quarta-feira,S_ALCP_2017MA-_WellingtonF.eaf
S,e agora ele vai pegar férias eu vou tirar as férias dele,S_ALCP_2017MA-_WellingtonF.eaf
S,trinta dias,S_ALCP_2017MA-_WellingtonF.eaf
S,trabalhar no bar,S_ALCP_2017MA-_WellingtonF.eaf
S,e aí eu fico um pouco ajudo no sushi ajudo um pouco na cozinha,S_ALCP_2017MA-_WellingtonF.eaf
S,aonde precisar de mim eu estou ajudando,S_ALCP_2017MA-_WellingtonF.eaf
S,não,S_ALCP_2017MA-_WellingtonF.eaf
S,não fico em um setor só,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,ajudo um pouco de cada,S_ALCP_2017MA-_WellingtonF.eaf
D1,faz de tudo um pouco,S_ALCP_2017MA-_WellingtonF.eaf
S,é tudo um pouco,S_ALCP_2017MA-_WellingtonF.eaf
D1,então,S_ALCP_2017MA-_WellingtonF.eaf
D1,e faz tempo que você trabalha nesse serviço,S_ALCP_2017MA-_WellingtonF.eaf
S,dois anos,S_ALCP_2017MA-_WellingtonF.eaf
D1,dois anos também,S_ALCP_2017MA-_WellingtonF.eaf
S,o meu primeiro emprego aqui foi,S_ALCP_2017MA-_WellingtonF.eaf
S,assi assim o tempo que eu estou aqui só foi aqui que eu trabalhei,S_ALCP_2017MA-_WellingtonF.eaf
D1,ah entendi,S_ALCP_2017MA-_WellingtonF.eaf
S,eu cheguei aqui antes de abrir essa loja que ela fez dois anos esse mês,S_ALCP_2017MA-_WellingtonF.eaf
S,e quando eu cheguei aqui ela não,S_ALCP_2017MA-_WellingtonF.eaf
S,não estava aberta ainda,S_ALCP_2017MA-_WellingtonF.eaf
S,só tinha ali em paulínia,S_ALCP_2017MA-_WellingtonF.eaf
S,e ali em hortolândia,S_ALCP_2017MA-_WellingtonF.eaf
S,aí eu passei um ou foi dois meses em paulínia e quando ela abriu eu vim pra cá,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,aí estou até hoje,S_ALCP_2017MA-_WellingtonF.eaf
D1,já é veterando de casa,S_ALCP_2017MA-_WellingtonF.eaf
S,é,S_ALCP_2017MA-_WellingtonF.eaf
D1,e você gosta do seu serviço,S_ALCP_2017MA-_WellingtonF.eaf
S,gosto gosto,S_ALCP_2017MA-_WellingtonF.eaf
D1,gosta bastante,S_ALCP_2017MA-_WellingtonF.eaf
S,gosto muito,S_ALCP_2017MA-_WellingtonF.eaf
D1,e você se sente reconhecido aqui no seu trabalho,S_ALCP_2017MA-_WellingtonF.eaf
S,sinto,S_ALCP_2017MA-_WellingtonF.eaf
S,que a gente,S_ALCP_2017MA-_WellingtonF.eaf
S,pega assim como você já presenciou mesmo aqui,S_ALCP_2017MA-_WellingtonF.eaf
S,a gente gosta de pegar e conversar com os clientes,S_ALCP_2017MA-_WellingtonF.eaf
S,a gente pega intimidade com eles a gente,S_ALCP_2017MA-_WellingtonF.eaf
S,vê ele na rua é o mesmo que estar vendo um amigo,S_ALCP_2017MA-_WellingtonF.eaf
S,que a gente já conhecia a anos,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,eu gosto eu sinto,S_ALCP_2017MA-_WellingtonF.eaf
S,às vezes eu me sinto conhecido aqui dentro,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,quando é um cliente velho,S_ALCP_2017MA-_WellingtonF.eaf
S,que vem aqui sempre toda semana,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,a gente tem uma certa intimidade assim uma amizade,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,quando vai construindo uma amizade aos poucos,S_ALCP_2017MA-_WellingtonF.eaf
D1,é bom isso né,S_ALCP_2017MA-_WellingtonF.eaf
S,é bom demais,S_ALCP_2017MA-_WellingtonF.eaf
D1,e você quer alcançar algum outro cargo,S_ALCP_2017MA-_WellingtonF.eaf
S,o,S_ALCP_2017MA-_WellingtonF.eaf
S,faz,S_ALCP_2017MA-_WellingtonF.eaf
S,não onde eu estou eu estou achando bom se caso eu subir,S_ALCP_2017MA-_WellingtonF.eaf
S,de cargo,S_ALCP_2017MA-_WellingtonF.eaf
S,não sei se vai mudar mas,S_ALCP_2017MA-_WellingtonF.eaf
S,o que eu estou está bom demais,S_ALCP_2017MA-_WellingtonF.eaf
D1,está gostando do trabalho,S_ALCP_2017MA-_WellingtonF.eaf
S,estou gostando,S_ALCP_2017MA-_WellingtonF.eaf
S,é muito bom,S_ALCP_2017MA-_WellingtonF.eaf
D1,mas qual seria a sua profissão dos sonhos assim,S_ALCP_2017MA-_WellingtonF.eaf
S,dos sonhos,S_ALCP_2017MA-_WellingtonF.eaf
S,é,S_ALCP_2017MA-_WellingtonF.eaf
S,eu as,S_ALCP_2017MA-_WellingtonF.eaf
S,eh,S_ALCP_2017MA-_WellingtonF.eaf
S,tem um,S_ALCP_2017MA-_WellingtonF.eaf
S,eu queria tra eu queria trabalhar em banco,S_ALCP_2017MA-_WellingtonF.eaf
S,eu fui até a um concurso em alagoas mas eu não passei,S_ALCP_2017MA-_WellingtonF.eaf
S,mas a minha vontade mesmo é trabalhar em banco,S_ALCP_2017MA-_WellingtonF.eaf
D1,mas seria tipo a parte administrativa ou,S_ALCP_2017MA-_WellingtonF.eaf
D1,você fala do banco assim,S_ALCP_2017MA-_WellingtonF.eaf
S,do banco a parte administrativa lá,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,parte de dentro do banco,S_ALCP_2017MA-_WellingtonF.eaf
S,eu acho muito legal,S_ALCP_2017MA-_WellingtonF.eaf
D1,é um sonho ser xxx,S_ALCP_2017MA-_WellingtonF.eaf
S,é um sonho,S_ALCP_2017MA-_WellingtonF.eaf
D1,tá,S_ALCP_2017MA-_WellingtonF.eaf
D1,e se você ganhasse na mega-sena o que é que você faria,S_ALCP_2017MA-_WellingtonF.eaf
S,rapaz,S_ALCP_2017MA-_WellingtonF.eaf
S,primeira coisa que eu voltava era pra alagoas,S_ALCP_2017MA-_WellingtonF.eaf
D1,aham,S_ALCP_2017MA-_WellingtonF.eaf
S,ajudava muitas pessoas lá que precisam porque lá tem bastante,S_ALCP_2017MA-_WellingtonF.eaf
D1,é a sua família,S_ALCP_2017MA-_WellingtonF.eaf
S,sim minha família também e tem,S_ALCP_2017MA-_WellingtonF.eaf
S,conhecidos,S_ALCP_2017MA-_WellingtonF.eaf
S,não só conhecido tem muita gente,S_ALCP_2017MA-_WellingtonF.eaf
S,carente lá,S_ALCP_2017MA-_WellingtonF.eaf
S,eu,S_ALCP_2017MA-_WellingtonF.eaf
S,sei lá eu construía,S_ALCP_2017MA-_WellingtonF.eaf
S,uma ong não sei,S_ALCP_2017MA-_WellingtonF.eaf
S,e a metade desse dinheiro eu ia ajudar a quem precisa,S_ALCP_2017MA-_WellingtonF.eaf
S,e o resto eu ia comprar uma fazenda,S_ALCP_2017MA-_WellingtonF.eaf
S,ia morar numa fazenda e ia viver,S_ALCP_2017MA-_WellingtonF.eaf
S,sossegado com os meus pais,S_ALCP_2017MA-_WellingtonF.eaf
D1,é,S_ALCP_2017MA-_WellingtonF.eaf
S,ou então uma casa na praia também que é muito bom,S_ALCP_2017MA-_WellingtonF.eaf
D1,ou os dois,S_ALCP_2017MA-_WellingtonF.eaf
S,é,S_ALCP_2017MA-_WellingtonF.eaf
S,os dois,S_ALCP_2017MA-_WellingtonF.eaf
ROTEIRO,TRABALHO,S_ALCP_2017MB-_JoseO.eaf
D1,e,S_ALCP_2017MB-_JoseO.eaf
D1,você falou que,S_ALCP_2017MB-_JoseO.eaf
D1,que você trabalha aqui em barão né,S_ALCP_2017MB-_JoseO.eaf
S,sim,S_ALCP_2017MB-_JoseO.eaf
D1,eh,S_ALCP_2017MB-_JoseO.eaf
D1,você trabalha perto de casa,S_ALCP_2017MB-_JoseO.eaf
S,perto eh trabalho,S_ALCP_2017MB-_JoseO.eaf
S,uhn a uns quarenta minuto de casa,S_ALCP_2017MB-_JoseO.eaf
S,caminhando dá uns quarenta minuto para mim é perto porque eu,S_ALCP_2017MB-_JoseO.eaf
S,né,S_ALCP_2017MB-_JoseO.eaf
S,eu já já trabalhei,S_ALCP_2017MB-_JoseO.eaf
S,em locais que gastava uma hora e meia para chegar,S_ALCP_2017MB-_JoseO.eaf
S,então,S_ALCP_2017MB-_JoseO.eaf
D1,então você vai caminhando,S_ALCP_2017MB-_JoseO.eaf
S,é geralmente vou às vezes quando estou a fim vou quando não,S_ALCP_2017MB-_JoseO.eaf
S,quando não vou de ônibus,S_ALCP_2017MB-_JoseO.eaf
D1,uhum,S_ALCP_2017MB-_JoseO.eaf
S,quando não de carro e assim é bem relativo depende do dia,S_ALCP_2017MB-_JoseO.eaf
D1,então é tranquilo,S_ALCP_2017MB-_JoseO.eaf
D1,eh,S_ALCP_2017MB-_JoseO.eaf
D1,e e no seu trabalho,S_ALCP_2017MB-_JoseO.eaf
D1,eh o que é que você faz,S_ALCP_2017MB-_JoseO.eaf
S,eu sou segurança,S_ALCP_2017MB-_JoseO.eaf
D1,entendi,S_ALCP_2017MB-_JoseO.eaf
S,eh de não,S_ALCP_2017MB-_JoseO.eaf
D1,de comércio,S_ALCP_2017MB-_JoseO.eaf
S,na questão patrimonial,S_ALCP_2017MB-_JoseO.eaf
S,eh a gente,S_ALCP_2017MB-_JoseO.eaf
D1,ah,S_ALCP_2017MB-_JoseO.eaf
S,eh cuida do patrimônio né,S_ALCP_2017MB-_JoseO.eaf
S,eu no caso trabalho em um condomínio empresarial,S_ALCP_2017MB-_JoseO.eaf
D1,entendi,S_ALCP_2017MB-_JoseO.eaf
D1,e faz tempo que você trabalha,S_ALCP_2017MB-_JoseO.eaf
D1,de segurança,S_ALCP_2017MB-_JoseO.eaf
S,sim faz,S_ALCP_2017MB-_JoseO.eaf
S,cinco anos,S_ALCP_2017MB-_JoseO.eaf
D1,bastante tempo,S_ALCP_2017MB-_JoseO.eaf
D1,e,S_ALCP_2017MB-_JoseO.eaf
D1,quando você chegou aqui você já,S_ALCP_2017MB-_JoseO.eaf
S,não,S_ALCP_2017MB-_JoseO.eaf
D1,começou a trabalhar,S_ALCP_2017MB-_JoseO.eaf
S,quando eu cheguei aqui,S_ALCP_2017MB-_JoseO.eaf
S,eu trabalhei primeiro,S_ALCP_2017MB-_JoseO.eaf
S,em uma distribuidora de,S_ALCP_2017MB-_JoseO.eaf
S,produtos automotivos peça para carro,S_ALCP_2017MB-_JoseO.eaf
S,eu trabalhei no estoque,S_ALCP_2017MB-_JoseO.eaf
S,meu primeiro emprego foi de auxiliar de estoque,S_ALCP_2017MB-_JoseO.eaf
D1,entendi,S_ALCP_2017MB-_JoseO.eaf
D1,e você gosta de trabalhar,S_ALCP_2017MB-_JoseO.eaf
D1,de segurança,S_ALCP_2017MB-_JoseO.eaf
S,sim,S_ALCP_2017MB-_JoseO.eaf
S,gosto,S_ALCP_2017MB-_JoseO.eaf
D1,você se sente,S_ALCP_2017MB-_JoseO.eaf
D1,reconhecido,S_ALCP_2017MB-_JoseO.eaf
S,deveria ser mais reconhecido né mas,S_ALCP_2017MB-_JoseO.eaf
S,assim,S_ALCP_2017MB-_JoseO.eaf
S,já foi já foi pior,S_ALCP_2017MB-_JoseO.eaf
S,no começo assim há cinco anos quando eu entrei os benefício era,S_ALCP_2017MB-_JoseO.eaf
D1,ahn,S_ALCP_2017MB-_JoseO.eaf
S,era menos benefício era,S_ALCP_2017MB-_JoseO.eaf
S,melhorou um pouco,S_ALCP_2017MB-_JoseO.eaf
S,é que no brasil tudo é,S_ALCP_2017MB-_JoseO.eaf
S,eh demora muito,S_ALCP_2017MB-_JoseO.eaf
D1,sei,S_ALCP_2017MB-_JoseO.eaf
S,mas,S_ALCP_2017MB-_JoseO.eaf
D1,e,S_ALCP_2017MB-_JoseO.eaf
D1,você você,S_ALCP_2017MB-_JoseO.eaf
D1,almeja um outro cargo,S_ALCP_2017MB-_JoseO.eaf
D1,ou,S_ALCP_2017MB-_JoseO.eaf
D1,outra profissão,S_ALCP_2017MB-_JoseO.eaf
S,olha,S_ALCP_2017MB-_JoseO.eaf
S,eu,S_ALCP_2017MB-_JoseO.eaf
S,tenho muita vontade de abrir meu próprio negócio,S_ALCP_2017MB-_JoseO.eaf
S,na área da alimentação eu gosto de cozinhar,S_ALCP_2017MB-_JoseO.eaf
D1,ah é,S_ALCP_2017MB-_JoseO.eaf
S,é,S_ALCP_2017MB-_JoseO.eaf
S,pretendo fazer um curso de gastronomia,S_ALCP_2017MB-_JoseO.eaf
S,me especializar nessa área,S_ALCP_2017MB-_JoseO.eaf
D1,legal,S_ALCP_2017MB-_JoseO.eaf
D1,então você quer,S_ALCP_2017MB-_JoseO.eaf
D1,queria fazer um restaurante,S_ALCP_2017MB-_JoseO.eaf
S,é para começo um,S_ALCP_2017MB-_JoseO.eaf
S,eh um café uma lanchonete,S_ALCP_2017MB-_JoseO.eaf
S,entendeu,S_ALCP_2017MB-_JoseO.eaf
D1,legal,S_ALCP_2017MB-_JoseO.eaf
S,restaurante dá muita dor de cabeça né,S_ALCP_2017MB-_JoseO.eaf
D1,é verdade,S_ALCP_2017MB-_JoseO.eaf
D1,e o que você gosta de cozinhar,S_ALCP_2017MB-_JoseO.eaf
D1,o que você mais gosta de cozinhar assim,S_ALCP_2017MB-_JoseO.eaf
S,ah eu gosto de fazer massas,S_ALCP_2017MB-_JoseO.eaf
S,né,S_ALCP_2017MB-_JoseO.eaf
S,tipos de macarrão essas coisa,S_ALCP_2017MB-_JoseO.eaf
S,o básico também faço né,S_ALCP_2017MB-_JoseO.eaf
S,muito eh,S_ALCP_2017MB-_JoseO.eaf
S,carnes,S_ALCP_2017MB-_JoseO.eaf
S,eh assada,S_ALCP_2017MB-_JoseO.eaf
S,feijoada,S_ALCP_2017MB-_JoseO.eaf
S,nordestino né,S_ALCP_2017MB-_JoseO.eaf
S,eu gosto das comida mais forte,S_ALCP_2017MB-_JoseO.eaf
D1,sim,S_ALCP_2017MB-_JoseO.eaf
D1,eh,S_ALCP_2017MB-_JoseO.eaf
D1,se,S_ALCP_2017MB-_JoseO.eaf
D1,então esse,S_ALCP_2017MB-_JoseO.eaf
D1,seria uma profissão dos seus sonhos,S_ALCP_2017MB-_JoseO.eaf
D1,assim,S_ALCP_2017MB-_JoseO.eaf
S,sim é o,S_ALCP_2017MB-_JoseO.eaf
D1,ter um comércio,S_ALCP_2017MB-_JoseO.eaf
S,sim,S_ALCP_2017MB-_JoseO.eaf
S,ter um comércio,S_ALCP_2017MB-_JoseO.eaf
S,que eu pudesse,S_ALCP_2017MB-_JoseO.eaf
S,administrar,S_ALCP_2017MB-_JoseO.eaf
S,e também,S_ALCP_2017MB-_JoseO.eaf
S,botar a mão na massa,S_ALCP_2017MB-_JoseO.eaf
S,né,S_ALCP_2017MB-_JoseO.eaf
D1,e se você,S_ALCP_2017MB-_JoseO.eaf
D1,e se você ganhasse na loteria,S_ALCP_2017MB-_JoseO.eaf
D1,o que você faria com o dinheiro,S_ALCP_2017MB-_JoseO.eaf
S,olha,S_ALCP_2017MB-_JoseO.eaf
S,aí eu já ia partir,S_ALCP_2017MB-_JoseO.eaf
S,para um algo,S_ALCP_2017MB-_JoseO.eaf
S,que me desse uma rentabilidade,S_ALCP_2017MB-_JoseO.eaf
S,rápida,S_ALCP_2017MB-_JoseO.eaf
S,né e,S_ALCP_2017MB-_JoseO.eaf
S,eu ia abrir franquias de mcdonalds,S_ALCP_2017MB-_JoseO.eaf
D1,ah é,S_ALCP_2017MB-_JoseO.eaf
S,aí eu já não ia mais,S_ALCP_2017MB-_JoseO.eaf
D1,não ia botar a mão na massa,S_ALCP_2017MB-_JoseO.eaf
S,é eu não eu não ia mais botar a mão na massa porque também eu ia botar,S_ALCP_2017MB-_JoseO.eaf
S,eu ia só administrar,S_ALCP_2017MB-_JoseO.eaf
D1,ia botar a mão,S_ALCP_2017MB-_JoseO.eaf
D1,na massa no lazer em casa,S_ALCP_2017MB-_JoseO.eaf
S,é,S_ALCP_2017MB-_JoseO.eaf
S,não eu ia administrar o negócio trabalhar mas ver o dinheiro entrar,S_ALCP_2017MB-_JoseO.eaf
S,mas <0> aí eu já não queria ir para cozinha mais <a> não,S_ALCP_2017MB-_JoseO.eaf
S,porque,S_ALCP_2017MB-_JoseO.eaf
S,eu queria fazer só em casa mesmo <a>,S_ALCP_2017MB-_JoseO.eaf
S,minhas <a> receita e ia,S_ALCP_2017MB-_JoseO.eaf
S,cozinhar ia ser um hobbie não ia mais <a> ser um,S_ALCP_2017MB-_JoseO.eaf
S,meio de sobrevivência não,S_ALCP_2017MB-_JoseO.eaf
S,aí muda,S_ALCP_2017MB-_JoseO.eaf
D1,não assim justo justo,S_ALCP_2017MB-_JoseO.eaf
ROTEIRO,TRABALHO,S_ALCP_2017MB-_JosueA.eaf
D1,bom então você trabalha aqui né,S_ALCP_2017MB-_JosueA.eaf
S,isso,S_ALCP_2017MB-_JosueA.eaf
D1,e quando você sai como que você faz pra voltar você vem de ônibus vem a pé de carro moto,S_ALCP_2017MB-_JosueA.eaf
S,não,S_ALCP_2017MB-_JosueA.eaf
S,na verdade às vezes eu pego,S_ALCP_2017MB-_JosueA.eaf
S,o uber agora que tem uber né,S_ALCP_2017MB-_JosueA.eaf
D1,aham,S_ALCP_2017MB-_JosueA.eaf
S,às vezes pego ônibus,S_ALCP_2017MB-_JosueA.eaf
S,ah quando eu saio com algum colega também,S_ALCP_2017MB-_JosueA.eaf
S,às vezes,S_ALCP_2017MB-_JosueA.eaf
S,com t mesmo,S_ALCP_2017MB-_JosueA.eaf
S,venho de moto,S_ALCP_2017MB-_JosueA.eaf
S,sempre alguma coisa diferente às vezes de de uber,S_ALCP_2017MB-_JosueA.eaf
S,às vezes de busão,S_ALCP_2017MB-_JosueA.eaf
D1,uhum,S_ALCP_2017MB-_JosueA.eaf
D1,depende,S_ALCP_2017MB-_JosueA.eaf
S,é depende né,S_ALCP_2017MB-_JosueA.eaf
S,depende do lugar que eu estiver,S_ALCP_2017MB-_JosueA.eaf
S,se for pra mim pegar,S_ALCP_2017MB-_JosueA.eaf
S,busão,S_ALCP_2017MB-_JosueA.eaf
S,em qualquer bairro aí fica difícil que nem todo lugar tem busão,S_ALCP_2017MB-_JosueA.eaf
D1,aham,S_ALCP_2017MB-_JosueA.eaf
S,aí eu chamo o uber mas se tiver ponto de ônibus perto,S_ALCP_2017MB-_JosueA.eaf
S,está mais perto né,S_ALCP_2017MB-_JosueA.eaf
D1,você se vira facinho,S_ALCP_2017MB-_JosueA.eaf
S,é isso aí,S_ALCP_2017MB-_JosueA.eaf
D1,e aqui o que que você faz,S_ALCP_2017MB-_JosueA.eaf
S,aqui na temakeria eu sou cozinheiro,S_ALCP_2017MB-_JosueA.eaf
D1,uhum,S_ALCP_2017MB-_JosueA.eaf
D1,cozinheiro,S_ALCP_2017MB-_JosueA.eaf
D1,e faz tempo que você trabalha nesse serviço especificamente,S_ALCP_2017MB-_JosueA.eaf
S,assim,S_ALCP_2017MB-_JosueA.eaf
D1,como cozinheiro eu falo,S_ALCP_2017MB-_JosueA.eaf
D1,foi quando você chegou aqui que você começou a trabalhar,S_ALCP_2017MB-_JosueA.eaf
S,não,S_ALCP_2017MB-_JosueA.eaf
S,tipo como cozinheiro,S_ALCP_2017MB-_JosueA.eaf
S,comecei aqui,S_ALCP_2017MB-_JosueA.eaf
D1,aham,S_ALCP_2017MB-_JosueA.eaf
S,mas já trabalhei de barman também,S_ALCP_2017MB-_JosueA.eaf
S,trabalhei de ajudante de sushiman,S_ALCP_2017MB-_JosueA.eaf
S,eu já fiz um monte de coisa já,S_ALCP_2017MB-_JosueA.eaf
S,xxx agora cozinheiro mesmo só foi depois que eu cheguei aqui,S_ALCP_2017MB-_JosueA.eaf
D1,entendi,S_ALCP_2017MB-_JosueA.eaf
D1,e você gosta do seu serviço,S_ALCP_2017MB-_JosueA.eaf
S,gosto sim,S_ALCP_2017MB-_JosueA.eaf
S,bastante viu,S_ALCP_2017MB-_JosueA.eaf
D1,é,S_ALCP_2017MB-_JosueA.eaf
S,é é corrido mas eu gosto,S_ALCP_2017MB-_JosueA.eaf
S,às vezes estressa mas,S_ALCP_2017MB-_JosueA.eaf
D1,xxx,S_ALCP_2017MB-_JosueA.eaf
S,eu gosto do que eu faço,S_ALCP_2017MB-_JosueA.eaf
S,se tentar me mudar pra outra profissão eu posso até ir,S_ALCP_2017MB-_JosueA.eaf
S,te falar eu vou mas,S_ALCP_2017MB-_JosueA.eaf
S,se não tiver jeito mas eu vou,S_ALCP_2017MB-_JosueA.eaf
S,de ser cozinheiro eu gosto,S_ALCP_2017MB-_JosueA.eaf
D1,eh você se sente reconhecido aqui,S_ALCP_2017MB-_JosueA.eaf
D1,no seu trabalho,S_ALCP_2017MB-_JosueA.eaf
S,ah me sinto sim viu,S_ALCP_2017MB-_JosueA.eaf
D1,é,S_ALCP_2017MB-_JosueA.eaf
S,me sinto sim,S_ALCP_2017MB-_JosueA.eaf
D1,e você quer alcançar algum outro cargo,S_ALCP_2017MB-_JosueA.eaf
S,assim,S_ALCP_2017MB-_JosueA.eaf
S,eu posso te falar,S_ALCP_2017MB-_JosueA.eaf
S,querer alcançar ou outro cargo tipo assim,S_ALCP_2017MB-_JosueA.eaf
S,eu nunca pensei não mas eu penso assim,S_ALCP_2017MB-_JosueA.eaf
S,um dia ser dono do meu próprio negócio entendeu,S_ALCP_2017MB-_JosueA.eaf
S,como é que fala,S_ALCP_2017MB-_JosueA.eaf
D1,o que que você gostaria de ter um dia assim,S_ALCP_2017MB-_JosueA.eaf
S,ah sei lá um mercado,S_ALCP_2017MB-_JosueA.eaf
S,assim pelo menos,S_ALCP_2017MB-_JosueA.eaf
S,se for meu mesmo,S_ALCP_2017MB-_JosueA.eaf
S,pode ser um mercado uma lojinha de celular,S_ALCP_2017MB-_JosueA.eaf
S,sendo meu mesmo,S_ALCP_2017MB-_JosueA.eaf
S,não tenho preferência não,S_ALCP_2017MB-_JosueA.eaf
D1,você sendo patrão está ótimo,S_ALCP_2017MB-_JosueA.eaf
S,isso aí,S_ALCP_2017MB-_JosueA.eaf
D1,e qual que seria sua profissão dos sonhos assim,S_ALCP_2017MB-_JosueA.eaf
S,assim na verdade,S_ALCP_2017MB-_JosueA.eaf
