V1,V4,V5
S,tem,S_ALCP_2017MA-_WellingtonF.eaf
D1,quais são elas,S_ALCP_2017MA-_WellingtonF.eaf
S,eh como eu falei tem essas sas,S_ALCP_2017MA-_WellingtonF.eaf
S,essas balada sertaneja,S_ALCP_2017MA-_WellingtonF.eaf
S,aqui,S_ALCP_2017MA-_WellingtonF.eaf
S,tem bastante,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,tem o taquaral mesmo a rua,S_ALCP_2017MA-_WellingtonF.eaf
S,o parque do lado da lagoa,S_ALCP_2017MA-_WellingtonF.eaf
S,e,S_ALCP_2017MA-_WellingtonF.eaf
S,e tem um parque aquático que eu gosto de ir lá no montagner,S_ALCP_2017MA-_WellingtonF.eaf
S,então,S_ALCP_2017MA-_WellingtonF.eaf
S,é que eu não costumo sair muito muito,S_ALCP_2017MA-_WellingtonF.eaf
S,aí eu saio uma semana ou um de mês em mês,S_ALCP_2017MA-_WellingtonF.eaf
S,mas o que eu acho bom é esses,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
D1,você mais gosta,S_ALCP_2017MA-_WellingtonF.eaf
S,mais gosto né,S_ALCP_2017MA-_WellingtonF.eaf
D1,e seus amigos mais antigos quais são os seus amigos mais antigos,S_ALCP_2017MA-_WellingtonF.eaf
D1,eles são de lá são daqui,S_ALCP_2017MA-_WellingtonF.eaf
S,mais antigos,S_ALCP_2017MA-_WellingtonF.eaf
S,são de lá,S_ALCP_2017MA-_WellingtonF.eaf
S,aqui eu conhe se eu conheci,S_ALCP_2017MA-_WellingtonF.eaf
S,eh eu já vim conhecer aqui,S_ALCP_2017MA-_WellingtonF.eaf
S,e outros,S_ALCP_2017MA-_WellingtonF.eaf
S,que estão aqui conhecia só de vista lá na minha cidade,S_ALCP_2017MA-_WellingtonF.eaf
S,só via assim falava não tinha amizade,S_ALCP_2017MA-_WellingtonF.eaf
D1,aham,S_ALCP_2017MA-_WellingtonF.eaf
S,só de vista mesmo,S_ALCP_2017MA-_WellingtonF.eaf
S,que lá é pequena a cidade todo mundo conhece um ao outro,S_ALCP_2017MA-_WellingtonF.eaf
D1,sim,S_ALCP_2017MA-_WellingtonF.eaf
S,então,S_ALCP_2017MA-_WellingtonF.eaf
S,conhece não tem eh não pra ter amizade mas vê ele sempre,S_ALCP_2017MA-_WellingtonF.eaf
D1,mas então a maioria do pessoal que trabalha aqui também era da sua cidade ou não,S_ALCP_2017MA-_WellingtonF.eaf
S,é uns <a> sim outros <a> não,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,tem os <a> ou tem é de uma cidade chamada campo grande,S_ALCP_2017MA-_WellingtonF.eaf
S,tem outros <a> que é de,S_ALCP_2017MA-_WellingtonF.eaf
S,girau do ponciano tem outros <a> que é de arapiraca,S_ALCP_2017MA-_WellingtonF.eaf
S,aqui é e lá em,S_ALCP_2017MA-_WellingtonF.eaf
S,na loja de paulínia tem uns <a> do ceará,S_ALCP_2017MA-_WellingtonF.eaf
S,tem amigo do piauí,S_ALCP_2017MA-_WellingtonF.eaf
D1,aham,S_ALCP_2017MA-_WellingtonF.eaf
S,mas <a> aqui mesmo <a> é mais <a> de alagoas <a>,S_ALCP_2017MA-_WellingtonF.eaf
S,e o dono daqui é de lá,S_ALCP_2017MA-_WellingtonF.eaf
D1,entendi,S_ALCP_2017MA-_WellingtonF.eaf
S,aí é tudo conhecido,S_ALCP_2017MA-_WellingtonF.eaf
D1,tudo irmão já,S_ALCP_2017MA-_WellingtonF.eaf
S,tudo irmão,S_ALCP_2017MA-_WellingtonF.eaf
D1,e mas e com esses amigos seus mais antigo você ainda mantém contato,S_ALCP_2017MA-_WellingtonF.eaf
S,às <a> vez <a>,S_ALCP_2017MA-_WellingtonF.eaf
S,a gente conversa por whatsapp <a>,S_ALCP_2017MA-_WellingtonF.eaf
D1,às vezes,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,tem um grupo lá só de amigos <a>,S_ALCP_2017MA-_WellingtonF.eaf
S,mais <a> conhecido né a gente conversa sempre,S_ALCP_2017MA-_WellingtonF.eaf
S,se estiver <e> pedindo pra voltar e vo,S_ALCP_2017MA-_WellingtonF.eaf
S,estou <e> com rapaz <0> volta pra cá estou <e> com saudade,S_ALCP_2017MA-_WellingtonF.eaf
S,que a gente lá tomava muita,S_ALCP_2017MA-_WellingtonF.eaf
S,pinga,S_ALCP_2017MA-_WellingtonF.eaf
S,a gente saia pra andar de cavalo vixe,S_ALCP_2017MA-_WellingtonF.eaf
S,a gente bebia pra voltar dormindo em cima do cavalo,S_ALCP_2017MA-_WellingtonF.eaf
S,que lá no nordeste <p> o povo gosta <p> muito,S_ALCP_2017MA-_WellingtonF.eaf
S,de beber pinga é muito,S_ALCP_2017MA-_WellingtonF.eaf
D1,ah é,S_ALCP_2017MA-_WellingtonF.eaf
S,é uma diversão,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,a gente praticava esse esporte <a> que eu te falei a vaquejada,S_ALCP_2017MA-_WellingtonF.eaf
S,e aí,S_ALCP_2017MA-_WellingtonF.eaf
D1,é tradição lá,S_ALCP_2017MA-_WellingtonF.eaf
S,é tradição,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,uma festa <a>,S_ALCP_2017MA-_WellingtonF.eaf
S,tem umas <a>,S_ALCP_2017MA-_WellingtonF.eaf
S,bem muito grande lá que tem shows <a>,S_ALCP_2017MA-_WellingtonF.eaf
S,famosos <a> e,S_ALCP_2017MA-_WellingtonF.eaf
S,e é uma renda gera emprego também pro pessoal,S_ALCP_2017MA-_WellingtonF.eaf
S,ganha dinheiro,S_ALCP_2017MA-_WellingtonF.eaf
S,se,S_ALCP_2017MA-_WellingtonF.eaf
S,se tipo se você ganhar um prêmio lá é carro é moto é dinheiro,S_ALCP_2017MA-_WellingtonF.eaf
S,é muito divertido,S_ALCP_2017MA-_WellingtonF.eaf
D1,imagino,S_ALCP_2017MA-_WellingtonF.eaf
S,isso aí,S_ALCP_2017MA-_WellingtonF.eaf
D1,e você costuma viajar,S_ALCP_2017MA-_WellingtonF.eaf
S,não,S_ALCP_2017MA-_WellingtonF.eaf
S,muito não,S_ALCP_2017MA-_WellingtonF.eaf
D1,não,S_ALCP_2017MA-_WellingtonF.eaf
D1,e nem quando você estava lá em alagoas,S_ALCP_2017MA-_WellingtonF.eaf
S,só quando eu estava <e> lá,S_ALCP_2017MA-_WellingtonF.eaf
S,eu viajava muito,S_ALCP_2017MA-_WellingtonF.eaf
D1,ahn,S_ALCP_2017MA-_WellingtonF.eaf
D1,pra que lugar assim você já foi,S_ALCP_2017MA-_WellingtonF.eaf
S,eh,S_ALCP_2017MA-_WellingtonF.eaf
S,pernambuco,S_ALCP_2017MA-_WellingtonF.eaf
S,eu gostava <p> de ir pra lá que tinha uns <a> amigos <a> lá,S_ALCP_2017MA-_WellingtonF.eaf
S,pra maceió lá pra capital que tem muita praia,S_ALCP_2017MA-_WellingtonF.eaf
S,a gente tirava,S_ALCP_2017MA-_WellingtonF.eaf
S,tem um colega meu que mora e faz <a> faculdade lá,S_ALCP_2017MA-_WellingtonF.eaf
S,quando era sexta-feira <a> a gente ia pra casa dele,S_ALCP_2017MA-_WellingtonF.eaf
S,e lá a gente saia de praia em praia curtindo até a segunda-feira,S_ALCP_2017MA-_WellingtonF.eaf
S,e,S_ALCP_2017MA-_WellingtonF.eaf
S,tinha outro lugar,S_ALCP_2017MA-_WellingtonF.eaf
S,que é em alagoas <a> também chamado,S_ALCP_2017MA-_WellingtonF.eaf
S,lagoa comprida,S_ALCP_2017MA-_WellingtonF.eaf
S,é a parte que pega o rio são francisco <a>,S_ALCP_2017MA-_WellingtonF.eaf
S,lá é mu muito bom é muita gente lá no final de semana,S_ALCP_2017MA-_WellingtonF.eaf
S,tomando banho de rio bebendo,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,é um lugar que o pessoal gosta <a> de curtir lá,S_ALCP_2017MA-_WellingtonF.eaf
S,muito bom,S_ALCP_2017MA-_WellingtonF.eaf
D1,e que lugares você gostaria de conhecer,S_ALCP_2017MA-_WellingtonF.eaf
S,conhecer a minha vontade mesmo <0> é de,S_ALCP_2017MA-_WellingtonF.eaf
S,conhecer outros <a> países <a>,S_ALCP_2017MA-_WellingtonF.eaf
D1,ah é,S_ALCP_2017MA-_WellingtonF.eaf
D1,quais,S_ALCP_2017MA-_WellingtonF.eaf
D1,você queria,S_ALCP_2017MA-_WellingtonF.eaf
S,eh eu,S_ALCP_2017MA-_WellingtonF.eaf
S,queria ir em orlando,S_ALCP_2017MA-_WellingtonF.eaf
S,acho muito bonito lá,S_ALCP_2017MA-_WellingtonF.eaf
S,que até um amigo nossa daqui foi pra lá,S_ALCP_2017MA-_WellingtonF.eaf
S,ele,S_ALCP_2017MA-_WellingtonF.eaf
S,em nome dessa,S_ALCP_2017MA-_WellingtonF.eaf
S,dessa quarenta e dois <a> assis <a>,S_ALCP_2017MA-_WellingtonF.eaf
S,essa técnica aí,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,ele falou que é muito linda deu vontade de conhecer,S_ALCP_2017MA-_WellingtonF.eaf
S,também,S_ALCP_2017MA-_WellingtonF.eaf
S,tem outra,S_ALCP_2017MA-_WellingtonF.eaf
S,amsterdã <p>,S_ALCP_2017MA-_WellingtonF.eaf
D1,amsterdã,S_ALCP_2017MA-_WellingtonF.eaf
S,eu acho muito bonito lá,S_ALCP_2017MA-_WellingtonF.eaf
D1,as flores,S_ALCP_2017MA-_WellingtonF.eaf
S,e são um lugar bonito né,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,não sei,S_ALCP_2017MA-_WellingtonF.eaf
S,e,S_ALCP_2017MA-_WellingtonF.eaf
S,gramado também,S_ALCP_2017MA-_WellingtonF.eaf
S,muito bonito lá tem uma colega meu que já foi pra lá,S_ALCP_2017MA-_WellingtonF.eaf
S,viaja muito com a família dele,S_ALCP_2017MA-_WellingtonF.eaf
S,e ele falou que lá é lindo demais <a> e eu tenho vontade de conhecer esses <a> países <a> assim,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,fora do brasil,S_ALCP_2017MA-_WellingtonF.eaf
S,tenho até vontade de morar também,S_ALCP_2017MA-_WellingtonF.eaf
D1,ah é,S_ALCP_2017MA-_WellingtonF.eaf
S,é eu tenho uma vontade,S_ALCP_2017MA-_WellingtonF.eaf
S,acho muito bonito,S_ALCP_2017MA-_WellingtonF.eaf
D1,lá nesses mesmos lugares mesmo,S_ALCP_2017MA-_WellingtonF.eaf
S,isso,S_ALCP_2017MA-_WellingtonF.eaf
D1,aham,S_ALCP_2017MA-_WellingtonF.eaf
S,muito bonito,S_ALCP_2017MA-_WellingtonF.eaf
ROTEIRO,LAZER,S_ALCP_2017MB-_JoseO.eaf
D1,eh,S_ALCP_2017MB-_JoseO.eaf
D1,e quando você e sua família estão,S_ALCP_2017MB-_JoseO.eaf
D1,eh em casa assim nas horas de lazer o que vocês costumam fazer,S_ALCP_2017MB-_JoseO.eaf
S,olha a gente,S_ALCP_2017MB-_JoseO.eaf
S,o nordestino <p> ele está <e> numa uma cultura que ele pende muito para comer,S_ALCP_2017MB-_JoseO.eaf
S,a gente,S_ALCP_2017MB-_JoseO.eaf
S,faz <a> um churrasco <a>,S_ALCP_2017MB-_JoseO.eaf
S,ou faz <a> uma feijoada,S_ALCP_2017MB-_JoseO.eaf
S,né ou raramente quando dá porque,S_ALCP_2017MB-_JoseO.eaf
S,ultimamente né,S_ALCP_2017MB-_JoseO.eaf
S,o país <a> passando por essa crise,S_ALCP_2017MB-_JoseO.eaf
S,vai em um clube,S_ALCP_2017MB-_JoseO.eaf
S,né vai lá uma ou duas <a> vez <a> no ano tomar um banho,S_ALCP_2017MB-_JoseO.eaf
S,de piscina <a>,S_ALCP_2017MB-_JoseO.eaf
S,mas <a> geralmente eu como mesmo <a> é em casa fazer comida,S_ALCP_2017MB-_JoseO.eaf
S,ou vai na casa da avó da minha esposa <a> aí almoça junto,S_ALCP_2017MB-_JoseO.eaf
D1,entendi,S_ALCP_2017MB-_JoseO.eaf
S,é isso,S_ALCP_2017MB-_JoseO.eaf
D1,a sua esposa é daqui de campinas,S_ALCP_2017MB-_JoseO.eaf
S,é daqui de campinas <a>,S_ALCP_2017MB-_JoseO.eaf
D1,ah legal,S_ALCP_2017MB-_JoseO.eaf
D1,e,S_ALCP_2017MB-_JoseO.eaf
D1,você acha que campinas tem,S_ALCP_2017MB-_JoseO.eaf
D1,e ela,S_ALCP_2017MB-_JoseO.eaf
D1,oferece,S_ALCP_2017MB-_JoseO.eaf
D1,bastante opções de lazer,S_ALCP_2017MB-_JoseO.eaf
S,não,S_ALCP_2017MB-_JoseO.eaf
D1,não,S_ALCP_2017MB-_JoseO.eaf
S,não,S_ALCP_2017MB-_JoseO.eaf
S,e as <a> ao as pou as <a> poucas <a> opções <a> que tem são caríssimas,S_ALCP_2017MB-_JoseO.eaf
D1,uhum,S_ALCP_2017MB-_JoseO.eaf
S,campinas <a>,S_ALCP_2017MB-_JoseO.eaf
S,é muito deficiente de lazer,S_ALCP_2017MB-_JoseO.eaf
D1,é,S_ALCP_2017MB-_JoseO.eaf
S,muito,S_ALCP_2017MB-_JoseO.eaf
D1,e,S_ALCP_2017MB-_JoseO.eaf
D1,você,S_ALCP_2017MB-_JoseO.eaf
D1,eh,S_ALCP_2017MB-_JoseO.eaf
D1,quais são seus amigos mais antigos,S_ALCP_2017MB-_JoseO.eaf
D1,é daqui,S_ALCP_2017MB-_JoseO.eaf
D1,é de,S_ALCP_2017MB-_JoseO.eaf
D1,de alagoas,S_ALCP_2017MB-_JoseO.eaf
S,não ah eh como eu estou <e> há oito anos <a> aqui,S_ALCP_2017MB-_JoseO.eaf
S,então acaba que,S_ALCP_2017MB-_JoseO.eaf
S,eh são daqui mesmo <a> são mais <a> pessoas <a>,S_ALCP_2017MB-_JoseO.eaf
S,daqui o nordestinos <p> <a> que,S_ALCP_2017MB-_JoseO.eaf
S,gente de pernambuco sergipe bahia ou,S_ALCP_2017MB-_JoseO.eaf
S,matogrossense ou gente que migraram como eu,S_ALCP_2017MB-_JoseO.eaf
S,mas <0> geralmente pessoas <a> que já moram aqui há muitos <a> anos <a>,S_ALCP_2017MB-_JoseO.eaf
S,eh,S_ALCP_2017MB-_JoseO.eaf
S,mas <a> geralmente pessoas <a> mais <a> velhas <a>,S_ALCP_2017MB-_JoseO.eaf
S,né,S_ALCP_2017MB-_JoseO.eaf
D1,ah é,S_ALCP_2017MB-_JoseO.eaf
S,eh eu,S_ALCP_2017MB-_JoseO.eaf
D1,você falou né,S_ALCP_2017MB-_JoseO.eaf
S,se eu tiver é um amigo da minha idade,S_ALCP_2017MB-_JoseO.eaf
S,o resto <p> é mais <a> de cinquenta,S_ALCP_2017MB-_JoseO.eaf
D1,ah mas isso é legal,S_ALCP_2017MB-_JoseO.eaf
D1,meus amigos são mais velhos também,S_ALCP_2017MB-_JoseO.eaf
S,é porque eu me identifico mais <a> com eles <a> na questão <p> de,S_ALCP_2017MB-_JoseO.eaf
S,sei lá eu gosto <p> de ouvir a experiência <a> das <a> pessoas <a>,S_ALCP_2017MB-_JoseO.eaf
S,as <a> pessoas <a> contam as suas <a> experiência <a> de vida,S_ALCP_2017MB-_JoseO.eaf
S,o que passou,S_ALCP_2017MB-_JoseO.eaf
S,o que,S_ALCP_2017MB-_JoseO.eaf
S,e às <a> vezes <a> eu,S_ALCP_2017MB-_JoseO.eaf
S,sento com uma pessoa assim da minha idade às <a> vez <a> não me identifico muito tem um papo meio vazio sabe acaba que,S_ALCP_2017MB-_JoseO.eaf
S,desestimula <p>,S_ALCP_2017MB-_JoseO.eaf
D1,ah entendi,S_ALCP_2017MB-_JoseO.eaf
D1,então é o caso do papo,S_ALCP_2017MB-_JoseO.eaf
S,eh assim sabe é,S_ALCP_2017MB-_JoseO.eaf
S,e geralmente as <a> pessoas <a> que nasceram <a> aqui,S_ALCP_2017MB-_JoseO.eaf
S,são filhos <a> de imigrante mas <h> nasceram <a> aqui,S_ALCP_2017MB-_JoseO.eaf
S,tem outra outra mente outra,S_ALCP_2017MB-_JoseO.eaf
S,sei lá eu acho,S_ALCP_2017MB-_JoseO.eaf
S,não acabo não se identificando,S_ALCP_2017MB-_JoseO.eaf
D1,entendi,S_ALCP_2017MB-_JoseO.eaf
D1,eh,S_ALCP_2017MB-_JoseO.eaf
D1,e,S_ALCP_2017MB-_JoseO.eaf
D1,então seus amigos mais antigos são daqui,S_ALCP_2017MB-_JoseO.eaf
S,sim,S_ALCP_2017MB-_JoseO.eaf
S,eles <a> são pessoas <a> que moram aqui já,S_ALCP_2017MB-_JoseO.eaf
D1,e,S_ALCP_2017MB-_JoseO.eaf
S,bastante <a> tempo,S_ALCP_2017MB-_JoseO.eaf
D1,e você conheceu sua sua esposa aqui,S_ALCP_2017MB-_JoseO.eaf
S,aqui,S_ALCP_2017MB-_JoseO.eaf
D1,no uhn em barão geraldo,S_ALCP_2017MB-_JoseO.eaf
S,aqui em barão geraldo,S_ALCP_2017MB-_JoseO.eaf
D1,como que vocês se conheceram,S_ALCP_2017MB-_JoseO.eaf
S,eu,S_ALCP_2017MB-_JoseO.eaf
S,ahn,S_ALCP_2017MB-_JoseO.eaf
S,ela era vendedora da loja eu era segurança da galeria,S_ALCP_2017MB-_JoseO.eaf
S,aí acabou que se conhecemos <a> lá né,S_ALCP_2017MB-_JoseO.eaf
S,geralmente as <a> pessoas <a>,S_ALCP_2017MB-_JoseO.eaf
S,acabam se conhecendo no ambiente de trabalho não tem jeito né ou,S_ALCP_2017MB-_JoseO.eaf
S,no local onde estuda <p>,S_ALCP_2017MB-_JoseO.eaf
D1,sim,S_ALCP_2017MB-_JoseO.eaf
S,conheci ela no no local de trabalho,S_ALCP_2017MB-_JoseO.eaf
D1,uhn,S_ALCP_2017MB-_JoseO.eaf
D1,legal,S_ALCP_2017MB-_JoseO.eaf
D1,eh e vocês costumam viajar,S_ALCP_2017MB-_JoseO.eaf
S,não,S_ALCP_2017MB-_JoseO.eaf
D1,não,S_ALCP_2017MB-_JoseO.eaf
S,não,S_ALCP_2017MB-_JoseO.eaf
S,muito pouco até porque,S_ALCP_2017MB-_JoseO.eaf
S,assim que a gente assim que casamos <a>,S_ALCP_2017MB-_JoseO.eaf
S,já comecei a,S_ALCP_2017MB-_JoseO.eaf
S,a construir <a> minha casa então,S_ALCP_2017MB-_JoseO.eaf
S,a gente,S_ALCP_2017MB-_JoseO.eaf
S,tem um objetivo entendeu,S_ALCP_2017MB-_JoseO.eaf
D1,uhum,S_ALCP_2017MB-_JoseO.eaf
S,então a gente,S_ALCP_2017MB-_JoseO.eaf
S,nós <a> viajamos <0> uma ou duas <a> vez <a> em quatro ano de casado né,S_ALCP_2017MB-_JoseO.eaf
S,muito pouco,S_ALCP_2017MB-_JoseO.eaf
S,por causa,S_ALCP_2017MB-_JoseO.eaf
S,que ta que estávamos <p> construindo <a> a casa,S_ALCP_2017MB-_JoseO.eaf
S,então a gente tinha aquele objetivo e,S_ALCP_2017MB-_JoseO.eaf
S,e todo dinheiro era para aquele objetivo,S_ALCP_2017MB-_JoseO.eaf
D1,o foco era a casa né,S_ALCP_2017MB-_JoseO.eaf
S,a casa,S_ALCP_2017MB-_JoseO.eaf
D1,depois o lazer,S_ALCP_2017MB-_JoseO.eaf
S,é,S_ALCP_2017MB-_JoseO.eaf
D1,mas para onde vocês foram,S_ALCP_2017MB-_JoseO.eaf
D1,essas vezes que vocês viajaram,S_ALCP_2017MB-_JoseO.eaf
S,não para muito longe não para serra negra,S_ALCP_2017MB-_JoseO.eaf
S,eh,S_ALCP_2017MB-_JoseO.eaf
S,para a praia,S_ALCP_2017MB-_JoseO.eaf
D1,uhum,S_ALCP_2017MB-_JoseO.eaf
S,só isso,S_ALCP_2017MB-_JoseO.eaf
D1,qual praia aqui,S_ALCP_2017MB-_JoseO.eaf
S,não eh em são paulo,S_ALCP_2017MB-_JoseO.eaf
D1,em são paulo,S_ALCP_2017MB-_JoseO.eaf
S,praia grande,S_ALCP_2017MB-_JoseO.eaf
D1,ah sei ah,S_ALCP_2017MB-_JoseO.eaf
D1,e e qual qual lugar você gostaria de ir,S_ALCP_2017MB-_JoseO.eaf
D1,assim quando terminar a casa,S_ALCP_2017MB-_JoseO.eaf
D1,sobrar um dinheirinho,S_ALCP_2017MB-_JoseO.eaf
S,ah eu quero ir para o meu estado <p> alagoas <a>,S_ALCP_2017MB-_JoseO.eaf
D1,é,S_ALCP_2017MB-_JoseO.eaf
S,apesar de ter,S_ALCP_2017MB-_JoseO.eaf
S,passado meus <a> primei passado meus <a> vinte anos <a> lá,S_ALCP_2017MB-_JoseO.eaf
S,eu não tive uma oportunidade de con,S_ALCP_2017MB-_JoseO.eaf
S,de conhecer maragoji,S_ALCP_2017MB-_JoseO.eaf
S,maragoji ah eh,S_ALCP_2017MB-_JoseO.eaf
S,uma,S_ALCP_2017MB-_JoseO.eaf
D1,já ouvi falar,S_ALCP_2017MB-_JoseO.eaf
S,uma cidade da região metropolitana de maceió,S_ALCP_2017MB-_JoseO.eaf
S,muito linda uma das <a> praia mais <a> linda do brasil,S_ALCP_2017MB-_JoseO.eaf
D1,ah eu já ouvi falar mesmo,S_ALCP_2017MB-_JoseO.eaf
S,e pretendo ir para lá,S_ALCP_2017MB-_JoseO.eaf
D1,é uma que tem,S_ALCP_2017MB-_JoseO.eaf
D1,pra que pra você ir fazer mergulho,S_ALCP_2017MB-_JoseO.eaf
D1,não é,S_ALCP_2017MB-_JoseO.eaf
S,tem mergulho peixe-boi marinho,S_ALCP_2017MB-_JoseO.eaf
D1,sei,S_ALCP_2017MB-_JoseO.eaf
S,piscinas <a> <a> de naturais <a> de água cristalina <a>,S_ALCP_2017MB-_JoseO.eaf
D1,minha tia foi recentemente bem bonito mesmo eu vi as fotos,S_ALCP_2017MB-_JoseO.eaf
D1,eh,S_ALCP_2017MB-_JoseO.eaf
ROTEIRO,LAZER,S_ALCP_2017MB-_JosueA.eaf
D1,ia viajar ou não,S_ALCP_2017MB-_JosueA.eaf
S,assim tipo,S_ALCP_2017MB-_JosueA.eaf
S,sempre tive curiosidade de conhecer o japão,S_ALCP_2017MB-_JosueA.eaf
D1,o japão,S_ALCP_2017MB-_JosueA.eaf
S,é,S_ALCP_2017MB-_JosueA.eaf
D1,ahn,S_ALCP_2017MB-_JosueA.eaf
S,não sei por que xxx sempre tive essa curiosidade,S_ALCP_2017MB-_JosueA.eaf
S,se um dia eu puder conhecer eu vou lá,S_ALCP_2017MB-_JosueA.eaf
S,mesmo <0> que eu não ganhe na mega-sena,S_ALCP_2017MB-_JosueA.eaf
D1,está certo,S_ALCP_2017MB-_JosueA.eaf
S,que os <a> cara são inteligente eu acho aqueles <a> cara muito inteligente eu pago pau praqueles <a> japonês <a> os <a> cara são inteligente demais <0>,S_ALCP_2017MB-_JosueA.eaf
S,é,S_ALCP_2017MB-_JosueA.eaf
D1,seria uma viagem dos seus sonhos,S_ALCP_2017MB-_JosueA.eaf
S,isso aí,S_ALCP_2017MB-_JosueA.eaf
D1,entendi,S_ALCP_2017MB-_JosueA.eaf
D1,e nas horas de lazer o que que você e a sua família gostam de fazer ou que que você gosta de fazer aqui com seus amigos,S_ALCP_2017MB-_JosueA.eaf
S,ah lá tipo,S_ALCP_2017MB-_JosueA.eaf
S,às <a> vezes <a> a gente ia pro rio lá,S_ALCP_2017MB-_JosueA.eaf
S,pra praia não que a praia fica distante <p> lá mas <a> tinha um rio lá às <a> vezes <a> a gente fazia isso,S_ALCP_2017MB-_JosueA.eaf
S,aqui mesmo <a>,S_ALCP_2017MB-_JosueA.eaf
S,às <a> vezes <a> eu vou pra casa de um colega tomar uma cervejinha,S_ALCP_2017MB-_JosueA.eaf
S,ah mas <0>,S_ALCP_2017MB-_JosueA.eaf
S,é sempre isso sempre visitar um colega ou outro tomar uma cervejinha na casa de um aí passa num barzinho toma outra,S_ALCP_2017MB-_JosueA.eaf
S,é assim,S_ALCP_2017MB-_JosueA.eaf
S,que aqui não tem nem tanta opção de lugar pra você ir,S_ALCP_2017MB-_JosueA.eaf
D1,ah não,S_ALCP_2017MB-_JosueA.eaf
S,eu acho,S_ALCP_2017MB-_JosueA.eaf
S,eu não aqui em campinas <a> mesmo <a> eu não acho que tem não,S_ALCP_2017MB-_JosueA.eaf
D1,uhum,S_ALCP_2017MB-_JosueA.eaf
S,acho que falta isso aqui,S_ALCP_2017MB-_JosueA.eaf
D1,falta bastante,S_ALCP_2017MB-_JosueA.eaf
S,isso é o que falta aqui,S_ALCP_2017MB-_JosueA.eaf
S,clube sei lá tipo,S_ALCP_2017MB-_JosueA.eaf
S,clubes <a> com piscina <a>,S_ALCP_2017MB-_JosueA.eaf
S,eu acho que isso falta aqui,S_ALCP_2017MB-_JosueA.eaf
D1,uhum,S_ALCP_2017MB-_JosueA.eaf
S,aqui em campinas <a> falta,S_ALCP_2017MB-_JosueA.eaf
D1,em são paulo você acha que tem mais opção,S_ALCP_2017MB-_JosueA.eaf
S,eu acho que sim viu,S_ALCP_2017MB-_JosueA.eaf
D1,você já respondeu,S_ALCP_2017MB-_JosueA.eaf
D1,e quais são seus amigos mais antigos eles são daqui são de lá,S_ALCP_2017MB-_JosueA.eaf
S,ah meus <a> amigos <a> mais <a> antigo mesmo <a> são de lá,S_ALCP_2017MB-_JosueA.eaf
D1,são de lá,S_ALCP_2017MB-_JosueA.eaf
S,são de lá,S_ALCP_2017MB-_JosueA.eaf
D1,e assim quantos anos faz que você conhece eles,S_ALCP_2017MB-_JosueA.eaf
S,ah desde <a> criancinha mesmo <0>,S_ALCP_2017MB-_JosueA.eaf
D1,você tem contato ainda com eles,S_ALCP_2017MB-_JosueA.eaf
S,sim todos <a> sim sempre tem os <a>  às <a> vezes <0> conversa no face no whatsapp <a>,S_ALCP_2017MB-_JosueA.eaf
S,não tem como esquecer <a> né amigo é amigo pode passar vinte trinta ano mas <0> não tem como esquecer <a>,S_ALCP_2017MB-_JosueA.eaf
D1,aham,S_ALCP_2017MB-_JosueA.eaf
D1,tem algum que veio pra cá,S_ALCP_2017MB-_JosueA.eaf
D1,que já era seu amigo e,S_ALCP_2017MB-_JosueA.eaf
S,ah dos <a> que estão <e> aqui,S_ALCP_2017MB-_JosueA.eaf
D1,uhum,S_ALCP_2017MB-_JosueA.eaf
S,ah o t sempre conheci o t sempre,S_ALCP_2017MB-_JosueA.eaf
S,ele sempre,S_ALCP_2017MB-_JosueA.eaf
S,conheço o j também,S_ALCP_2017MB-_JosueA.eaf
S,mas <a> o que eu mais <a> conhecia mesmo <h>,S_ALCP_2017MB-_JosueA.eaf
S,aqui né são esses <a>,S_ALCP_2017MB-_JosueA.eaf
D1,aham,S_ALCP_2017MB-_JosueA.eaf
D1,e você costuma viajar,S_ALCP_2017MB-_JosueA.eaf
S,ah na,S_ALCP_2017MB-_JosueA.eaf
S,tipo assim,S_ALCP_2017MB-_JosueA.eaf
S,aqui não,S_ALCP_2017MB-_JosueA.eaf
S,às <a> vezes <a> eu encostava <a> assim,S_ALCP_2017MB-_JosueA.eaf
S,já fui pro ceará pernambuco,S_ALCP_2017MB-_JosueA.eaf
