TRILHA,ANOTACAO,ARQUIVO
S,onde tem a auto escola,S_ALCP_2017FB-_LucimaraF.eaf
S,ali é parque universitário,S_ALCP_2017FB-_LucimaraF.eaf
D1,mas é aqui na região na região do ouro verde ou não,S_ALCP_2017FB-_LucimaraF.eaf
S,é,S_ALCP_2017FB-_LucimaraF.eaf
,,
### Arquivo: S_ALCP_2017FB-_LucimaraF.eaf,,
--- Trecho ---,,
D1,e lá você foi pra escola no mesmo bairro,S_ALCP_2017FB-_LucimaraF.eaf
S,logo quando eu era mais pequena era no mesmo bairro que lá só tem até a quarta série,S_ALCP_2017FB-_LucimaraF.eaf
D1,ah tá,S_ALCP_2017FB-_LucimaraF.eaf
S,aí depois fui estudar num povoado lá perto,S_ALCP_2017FB-_LucimaraF.eaf
S,e depois do povoado aí foi nessa cidade arapiraca,S_ALCP_2017FB-_LucimaraF.eaf
D1,ah primeiro então você estudou,S_ALCP_2017FB-_LucimaraF.eaf
D1,numa es da até a quarta série numa escola lá perto do sítio,S_ALCP_2017FB-_LucimaraF.eaf
D1,você fala,S_ALCP_2017FB-_LucimaraF.eaf
S,no no bairro mesmo é,S_ALCP_2017FB-_LucimaraF.eaf
D1,no bairro do sítio depois você foi pra um povoado fez até que série lá,S_ALCP_2017FB-_LucimaraF.eaf
S,no povoado foi até,S_ALCP_2017FB-_LucimaraF.eaf
S,a oitava,S_ALCP_2017FB-_LucimaraF.eaf
D1,até a oitava,S_ALCP_2017FB-_LucimaraF.eaf
D1,e depois você foi,S_ALCP_2017FB-_LucimaraF.eaf
D1,pra,S_ALCP_2017FB-_LucimaraF.eaf
S,aí depois fui pra cidade,S_ALCP_2017FB-_LucimaraF.eaf
,,
### Arquivo: S_ALCP_2017FB-_LucimaraF.eaf,,
--- Trecho ---,,
D1,no bairro do sítio depois você foi pra um povoado fez até que série lá,S_ALCP_2017FB-_LucimaraF.eaf
S,no povoado foi até,S_ALCP_2017FB-_LucimaraF.eaf
S,a oitava,S_ALCP_2017FB-_LucimaraF.eaf
D1,até a oitava,S_ALCP_2017FB-_LucimaraF.eaf
D1,e depois você foi,S_ALCP_2017FB-_LucimaraF.eaf
D1,pra,S_ALCP_2017FB-_LucimaraF.eaf
S,aí depois fui pra cidade,S_ALCP_2017FB-_LucimaraF.eaf
S,e fiz até o terceiro,S_ALCP_2017FB-_LucimaraF.eaf
D1,até o terceiro,S_ALCP_2017FB-_LucimaraF.eaf
D1,e você lembra o nome das escolas que você estudou,S_ALCP_2017FB-_LucimaraF.eaf
S,ah a que eu estudei na,S_ALCP_2017FB-_LucimaraF.eaf
S,lá nesse povo na na dona r eh,S_ALCP_2017FB-_LucimaraF.eaf
S,como é o nome v é da escola da dona r que eu nem lembro mais,S_ALCP_2017FB-_LucimaraF.eaf
S,quem disse não é dona r,S_ALCP_2017FB-_LucimaraF.eaf
D1,essa foi a da primeira à quarta,S_ALCP_2017FB-_LucimaraF.eaf
S,foi essa é a da primeira à quarta,S_ALCP_2017FB-_LucimaraF.eaf
,,
### Arquivo: S_ALCP_2017FB-_LucimaraF.eaf,,
--- Trecho ---,,
D1,e você sabe se tem algum bairro assim específico aqui em campinas que os migrantes,S_ALCP_2017FB-_LucimaraF.eaf
D1,que essas pessoas de outro de outros estados se concentram mais assim,S_ALCP_2017FB-_LucimaraF.eaf
S,não sei não,S_ALCP_2017FB-_LucimaraF.eaf
D1,você conhece,S_ALCP_2017FB-_LucimaraF.eaf
D1,não,S_ALCP_2017FB-_LucimaraF.eaf
S,conheço não,S_ALCP_2017FB-_LucimaraF.eaf
D1,mas tem é que está bem espalhado na verdade né você acha que xxx,S_ALCP_2017FB-_LucimaraF.eaf
S,é eu acho eu acho que é espalhado  porque em todo canto tem,S_ALCP_2017FB-_LucimaraF.eaf
D1,uhum,S_ALCP_2017FB-_LucimaraF.eaf
D1,todo canto você acha um né,S_ALCP_2017FB-_LucimaraF.eaf
S,no campo belo mesmo  eu eu vejo falar que tem meio mundo,S_ALCP_2017FB-_LucimaraF.eaf
S,no campo belo ali perto do aeroporto,S_ALCP_2017FB-_LucimaraF.eaf
S,é no campo belo,S_ALCP_2017FB-_LucimaraF.eaf
D1,campo belo,S_ALCP_2017FB-_LucimaraF.eaf
D1,ouvi falar já,S_ALCP_2017FB-_LucimaraF.eaf
D1,mesmo,S_ALCP_2017FB-_LucimaraF.eaf
,,
### Arquivo: S_ALCP_2017FB-_LucimaraF.eaf,,
--- Trecho ---,,
D1,aqui dentro de campinas você consegue identificar se a pessoa é de determinado bairro ou de alguma determinada região específica de campinas,S_ALCP_2017FB-_LucimaraF.eaf
D1,pela,S_ALCP_2017FB-_LucimaraF.eaf
S,não,S_ALCP_2017FB-_LucimaraF.eaf
D1,pela fala,S_ALCP_2017FB-_LucimaraF.eaf
S,não,S_ALCP_2017FB-_LucimaraF.eaf
D1,não,S_ALCP_2017FB-_LucimaraF.eaf
D1,não dá pra saber,S_ALCP_2017FB-_LucimaraF.eaf
S,é,S_ALCP_2017FB-_LucimaraF.eaf
D1,só se perguntar mesmo né,S_ALCP_2017FB-_LucimaraF.eaf
S,só se perguntar,S_ALCP_2017FB-_LucimaraF.eaf
D1,bom,S_ALCP_2017FB-_LucimaraF.eaf
D1,eu vou te dar uma lista de palavras pra você ler,S_ALCP_2017FB-_LucimaraF.eaf
D1,eh você pode ler antes pra você em vo ah na sua cabeça mesmo e aí quando você estiver pronta você pode ler em voz alta pra mim,S_ALCP_2017FB-_LucimaraF.eaf
S,uhum,S_ALCP_2017FB-_LucimaraF.eaf
S,ah tá,S_ALCP_2017FB-_LucimaraF.eaf
D1,tá bom,S_ALCP_2017FB-_LucimaraF.eaf
,,
### Arquivo: S_ALCP_2017MA-_DanielS.eaf,,
--- Trecho ---,,
D1,eh fala pra mim há quanto tempo você está aqui nesse bairro,S_ALCP_2017MA-_DanielS.eaf
S,ah já tem oitos meses quase nove meses,S_ALCP_2017MA-_DanielS.eaf
D1,nove meses,S_ALCP_2017MA-_DanielS.eaf
D1,e você gosta de morar aqui nessa região de campinas,S_ALCP_2017MA-_DanielS.eaf
S,ah está bom né,S_ALCP_2017MA-_DanielS.eaf
S,está tão ruim não,S_ALCP_2017MA-_DanielS.eaf
S,está dá,S_ALCP_2017MA-_DanielS.eaf
S,dá pra levar,S_ALCP_2017MA-_DanielS.eaf
D1,e por que que você escolheu morar aqui nesse bairro,S_ALCP_2017MA-_DanielS.eaf
S,ah moça porque no lugar que a gente mora lá,S_ALCP_2017MA-_DanielS.eaf
S,é difícil,S_ALCP_2017MA-_DanielS.eaf
D1,uhum,S_ALCP_2017MA-_DanielS.eaf
S,a pessoa sobreviver né,S_ALCP_2017MA-_DanielS.eaf
D1,uhum,S_ALCP_2017MA-_DanielS.eaf
S,ah é complicado lá pra emprego essas coisa toda,S_ALCP_2017MA-_DanielS.eaf
D1,mas por que que você decidiu morar nesse aqui em específico,S_ALCP_2017MA-_DanielS.eaf
,,
### Arquivo: S_ALCP_2017MA-_DanielS.eaf,,
--- Trecho ---,,
D1,e por que que você escolheu morar aqui nesse bairro,S_ALCP_2017MA-_DanielS.eaf
S,ah moça porque no lugar que a gente mora lá,S_ALCP_2017MA-_DanielS.eaf
S,é difícil,S_ALCP_2017MA-_DanielS.eaf
D1,uhum,S_ALCP_2017MA-_DanielS.eaf
S,a pessoa sobreviver né,S_ALCP_2017MA-_DanielS.eaf
D1,uhum,S_ALCP_2017MA-_DanielS.eaf
S,ah é complicado lá pra emprego essas coisa toda,S_ALCP_2017MA-_DanielS.eaf
D1,mas por que que você decidiu morar nesse aqui em específico,S_ALCP_2017MA-_DanielS.eaf
D1,nesse bairro,S_ALCP_2017MA-_DanielS.eaf
S,ah porque aqui é um cantinho melhor né,S_ALCP_2017MA-_DanielS.eaf
S,até pra trabalhar,S_ALCP_2017MA-_DanielS.eaf
S,achei bem bacana,S_ALCP_2017MA-_DanielS.eaf
D1,entendi,S_ALCP_2017MA-_DanielS.eaf
D1,e você já morou em algum outro lugar aqui de campinas sem ser aqui,S_ALCP_2017MA-_DanielS.eaf
S,não,S_ALCP_2017MA-_DanielS.eaf
S,só esse mesmo,S_ALCP_2017MA-_DanielS.eaf
,,
### Arquivo: S_ALCP_2017MA-_DanielS.eaf,,
--- Trecho ---,,
D1,nesse bairro,S_ALCP_2017MA-_DanielS.eaf
S,ah porque aqui é um cantinho melhor né,S_ALCP_2017MA-_DanielS.eaf
S,até pra trabalhar,S_ALCP_2017MA-_DanielS.eaf
S,achei bem bacana,S_ALCP_2017MA-_DanielS.eaf
D1,entendi,S_ALCP_2017MA-_DanielS.eaf
D1,e você já morou em algum outro lugar aqui de campinas sem ser aqui,S_ALCP_2017MA-_DanielS.eaf
S,não,S_ALCP_2017MA-_DanielS.eaf
S,só esse mesmo,S_ALCP_2017MA-_DanielS.eaf
D1,e você aqui você conhece seus vizinhos,S_ALCP_2017MA-_DanielS.eaf
S,alguns,S_ALCP_2017MA-_DanielS.eaf
S,uns dois ou três,S_ALCP_2017MA-_DanielS.eaf
D1,dois ou três e eles também são,S_ALCP_2017MA-_DanielS.eaf
S,isso,S_ALCP_2017MA-_DanielS.eaf
D1,de alagoas,S_ALCP_2017MA-_DanielS.eaf
S,não,S_ALCP_2017MA-_DanielS.eaf
D1,são,S_ALCP_2017MA-_DanielS.eaf
,,
### Arquivo: S_ALCP_2017MA-_DanielS.eaf,,
--- Trecho ---,,
D1,e o que que tem nesse bairro de diferente dos outros bairros em campinas que você saiba,S_ALCP_2017MA-_DanielS.eaf
S,deixa eu ver,S_ALCP_2017MA-_DanielS.eaf
S,ah tem posto tem barzinhos,S_ALCP_2017MA-_DanielS.eaf
S,xxx,S_ALCP_2017MA-_DanielS.eaf
S,tem o taquaral né,S_ALCP_2017MA-_DanielS.eaf
D1,tem bastante coisa,S_ALCP_2017MA-_DanielS.eaf
S,né isso,S_ALCP_2017MA-_DanielS.eaf
D1,tá,S_ALCP_2017MA-_DanielS.eaf
D1,e você sabe se aqui costuma haver festa de bairro,S_ALCP_2017MA-_DanielS.eaf
S,não,S_ALCP_2017MA-_DanielS.eaf
D1,não,S_ALCP_2017MA-_DanielS.eaf
D1,você sabe se tem algum outro lugar aqui no bairro que as pessoas costumam se reunir,S_ALCP_2017MA-_DanielS.eaf
S,ah eu acho que não,S_ALCP_2017MA-_DanielS.eaf
S,não,S_ALCP_2017MA-_DanielS.eaf
D1,não,S_ALCP_2017MA-_DanielS.eaf
D1,e eh por aqui as pessoas se ajudam,S_ALCP_2017MA-_DanielS.eaf
,,
### Arquivo: S_ALCP_2017MA-_DanielS.eaf,,
--- Trecho ---,,
D1,e você sabe se aqui costuma haver festa de bairro,S_ALCP_2017MA-_DanielS.eaf
S,não,S_ALCP_2017MA-_DanielS.eaf
D1,não,S_ALCP_2017MA-_DanielS.eaf
D1,você sabe se tem algum outro lugar aqui no bairro que as pessoas costumam se reunir,S_ALCP_2017MA-_DanielS.eaf
S,ah eu acho que não,S_ALCP_2017MA-_DanielS.eaf
S,não,S_ALCP_2017MA-_DanielS.eaf
D1,não,S_ALCP_2017MA-_DanielS.eaf
D1,e eh por aqui as pessoas se ajudam,S_ALCP_2017MA-_DanielS.eaf
S,sim,S_ALCP_2017MA-_DanielS.eaf
S,bastante,S_ALCP_2017MA-_DanielS.eaf
D1,é,S_ALCP_2017MA-_DanielS.eaf
D1,se você precisar de ajuda pra quem que você recorre,S_ALCP_2017MA-_DanielS.eaf
S,ah primeiro pro meus amigos né eles ficam junto comigo,S_ALCP_2017MA-_DanielS.eaf
S,depois,S_ALCP_2017MA-_DanielS.eaf
S,aí eu procuro um vizinho se eu conhecer,S_ALCP_2017MA-_DanielS.eaf
S,que nem eu conheço alguns né,S_ALCP_2017MA-_DanielS.eaf
,,
### Arquivo: S_ALCP_2017MA-_DanielS.eaf,,
--- Trecho ---,,
D1,você sabe se tem algum outro lugar aqui no bairro que as pessoas costumam se reunir,S_ALCP_2017MA-_DanielS.eaf
S,ah eu acho que não,S_ALCP_2017MA-_DanielS.eaf
S,não,S_ALCP_2017MA-_DanielS.eaf
D1,não,S_ALCP_2017MA-_DanielS.eaf
D1,e eh por aqui as pessoas se ajudam,S_ALCP_2017MA-_DanielS.eaf
S,sim,S_ALCP_2017MA-_DanielS.eaf
S,bastante,S_ALCP_2017MA-_DanielS.eaf
D1,é,S_ALCP_2017MA-_DanielS.eaf
D1,se você precisar de ajuda pra quem que você recorre,S_ALCP_2017MA-_DanielS.eaf
S,ah primeiro pro meus amigos né eles ficam junto comigo,S_ALCP_2017MA-_DanielS.eaf
S,depois,S_ALCP_2017MA-_DanielS.eaf
S,aí eu procuro um vizinho se eu conhecer,S_ALCP_2017MA-_DanielS.eaf
S,que nem eu conheço alguns né,S_ALCP_2017MA-_DanielS.eaf
D1,uhum,S_ALCP_2017MA-_DanielS.eaf
S,aí eu vou procurar eles,S_ALCP_2017MA-_DanielS.eaf
D1,então se você ficar doente também vai ser seus amigos que você vai recorrer,S_ALCP_2017MA-_DanielS.eaf
,,
### Arquivo: S_ALCP_2017MA-_DanielS.eaf,,
--- Trecho ---,,
D1,e tem algum outro bairro hoje em dia que você gostaria de morar aqui em campinas,S_ALCP_2017MA-_DanielS.eaf
S,ah não,S_ALCP_2017MA-_DanielS.eaf
S,só esse mesmo esse eu gostei bacana viu,S_ALCP_2017MA-_DanielS.eaf
D1,como que foi a sua infância,S_ALCP_2017MA-_DanielS.eaf
S,ah minha infância foi muito boa tá,S_ALCP_2017MA-_DanielS.eaf
D1,lá em alagoas,S_ALCP_2017MA-_DanielS.eaf
D1,é,S_ALCP_2017MA-_DanielS.eaf
S,ah bom que brincava muito de ximbra,S_ALCP_2017MA-_DanielS.eaf
S,roubava muita galinha,S_ALCP_2017MA-_DanielS.eaf
S,eh reinava pra caralho,S_ALCP_2017MA-_DanielS.eaf
S,era bom demais moça,S_ALCP_2017MA-_DanielS.eaf
D1,o que que é brincar de é ximbra que você falou,S_ALCP_2017MA-_DanielS.eaf
S,isso,S_ALCP_2017MA-_DanielS.eaf
D1,como que é essa brincadeira aí,S_ALCP_2017MA-_DanielS.eaf
S,é uns,S_ALCP_2017MA-_DanielS.eaf
S,xxx que a pessoa brinca de no dedo né,S_ALCP_2017MA-_DanielS.eaf
,,
### Arquivo: S_ALCP_2017MA-_DanielS.eaf,,
--- Trecho ---,,
D1,e você foi pra escola lá no mesmo bairro,S_ALCP_2017MA-_DanielS.eaf
S,isso mesmo,S_ALCP_2017MA-_DanielS.eaf
S,é onde eu morava era uns quatro a cinco quilômetro,S_ALCP_2017MA-_DanielS.eaf
S,perto,S_ALCP_2017MA-_DanielS.eaf
S,ia até a pé mesmo,S_ALCP_2017MA-_DanielS.eaf
S,bem pertinho depois que eu,S_ALCP_2017MA-_DanielS.eaf
S,fui passando de ano passando de ano aí mudei só de,S_ALCP_2017MA-_DanielS.eaf
S,de bairro né,S_ALCP_2017MA-_DanielS.eaf
S,que mudei,S_ALCP_2017MA-_DanielS.eaf
S,pra canafístula do cipriano,S_ALCP_2017MA-_DanielS.eaf
D1,uhum,S_ALCP_2017MA-_DanielS.eaf
D1,você fala o ensino médio,S_ALCP_2017MA-_DanielS.eaf
S,isso,S_ALCP_2017MA-_DanielS.eaf
D1,você foi pra outra escola,S_ALCP_2017MA-_DanielS.eaf
S,isso mesmo,S_ALCP_2017MA-_DanielS.eaf
D1,entendi,S_ALCP_2017MA-_DanielS.eaf
,,
### Arquivo: S_ALCP_2017MA-_DanielS.eaf,,
--- Trecho ---,,
D1,e dentro aqui de campinas você consegue identificar algum bairro alguma região específica onde os migrantes ficam costumam ficar|,S_ALCP_2017MA-_DanielS.eaf
S,não,S_ALCP_2017MA-_DanielS.eaf
D1,não,S_ALCP_2017MA-_DanielS.eaf
D1,tá bom,S_ALCP_2017MA-_DanielS.eaf
D1,d vou pedir pra você ler algumas palavrinhas pra mim tá,S_ALCP_2017MA-_DanielS.eaf
D1,ela você pode ler primeiro pra você sem falar em voz alta depois você lê em voz alta quando você quiser está bom,S_ALCP_2017MA-_DanielS.eaf
D1,deixa eu anotar aqui espera aí,S_ALCP_2017MA-_DanielS.eaf
S,pode começar,S_ALCP_2017MA-_DanielS.eaf
D1,pode,S_ALCP_2017MA-_DanielS.eaf
S,daqui ou daqui,S_ALCP_2017MA-_DanielS.eaf
D1,pode fazer dessa fileira aqui,S_ALCP_2017MA-_DanielS.eaf
S,abajur,S_ALCP_2017MA-_DanielS.eaf
D1,uhum,S_ALCP_2017MA-_DanielS.eaf
S,pode ir pra outra,S_ALCP_2017MA-_DanielS.eaf
D1,pode ir falando,S_ALCP_2017MA-_DanielS.eaf
S,açúcar,S_ALCP_2017MA-_DanielS.eaf
,,
### Arquivo: S_ALCP_2017MA-_WellingtonF.eaf,,
--- Trecho ---,,
D1,fala pra mim a quanto tempo que você mora nesse bairro aqui,S_ALCP_2017MA-_WellingtonF.eaf
S,dois anos,S_ALCP_2017MA-_WellingtonF.eaf
D1,dois anos já,S_ALCP_2017MA-_WellingtonF.eaf
S,isso dois anos,S_ALCP_2017MA-_WellingtonF.eaf
D1,você gosta de morar aqui nessa região de campinas,S_ALCP_2017MA-_WellingtonF.eaf
S,gosto estou gostando,S_ALCP_2017MA-_WellingtonF.eaf
D1,e por que você escolheu morar nesse bairro,S_ALCP_2017MA-_WellingtonF.eaf
S,então a gente,S_ALCP_2017MA-_WellingtonF.eaf
S,trabalhava lá,S_ALCP_2017MA-_WellingtonF.eaf
S,não só como todo mundo que,S_ALCP_2017MA-_WellingtonF.eaf
S,que mora aqui e trabalha aqui,S_ALCP_2017MA-_WellingtonF.eaf
S,uns,S_ALCP_2017MA-_WellingtonF.eaf
S,é por falta de emprego que tem lá porque é,S_ALCP_2017MA-_WellingtonF.eaf
S,cidade do interior,S_ALCP_2017MA-_WellingtonF.eaf
S,de alagoas,S_ALCP_2017MA-_WellingtonF.eaf
S,e aí a uns,S_ALCP_2017MA-_WellingtonF.eaf
,,
### Arquivo: S_ALCP_2017MA-_WellingtonF.eaf,,
--- Trecho ---,,
D1,e por que você escolheu morar nesse bairro,S_ALCP_2017MA-_WellingtonF.eaf
S,então a gente,S_ALCP_2017MA-_WellingtonF.eaf
S,trabalhava lá,S_ALCP_2017MA-_WellingtonF.eaf
S,não só como todo mundo que,S_ALCP_2017MA-_WellingtonF.eaf
S,que mora aqui e trabalha aqui,S_ALCP_2017MA-_WellingtonF.eaf
S,uns,S_ALCP_2017MA-_WellingtonF.eaf
S,é por falta de emprego que tem lá porque é,S_ALCP_2017MA-_WellingtonF.eaf
S,cidade do interior,S_ALCP_2017MA-_WellingtonF.eaf
S,de alagoas,S_ALCP_2017MA-_WellingtonF.eaf
S,e aí a uns,S_ALCP_2017MA-_WellingtonF.eaf
S,principalmente eu eu quis sair pra conhecer o mundo também que eu nunca tinha saído de casa,S_ALCP_2017MA-_WellingtonF.eaf
S,e que queria conhecer aí eu vim pra cá acabei gostando,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,primeira vez deu saudade eu voltei,S_ALCP_2017MA-_WellingtonF.eaf
S,aí fiquei com saudade daqui e voltei de novo,S_ALCP_2017MA-_WellingtonF.eaf
D1,ainda bem que voltou né,S_ALCP_2017MA-_WellingtonF.eaf
,,
### Arquivo: S_ALCP_2017MA-_WellingtonF.eaf,,
--- Trecho ---,,
D1,quando como que esse bairro era antes de você,S_ALCP_2017MA-_WellingtonF.eaf
D1,quando você mudou pra cá mudou muita coisa,S_ALCP_2017MA-_WellingtonF.eaf
S,não,S_ALCP_2017MA-_WellingtonF.eaf
S,mesma coisa,S_ALCP_2017MA-_WellingtonF.eaf
D1,mesma coisa,S_ALCP_2017MA-_WellingtonF.eaf
S,mesma coisa,S_ALCP_2017MA-_WellingtonF.eaf
D1,e você teve algum outro lugar que você morou aqui em campinas antes,S_ALCP_2017MA-_WellingtonF.eaf
S,não,S_ALCP_2017MA-_WellingtonF.eaf
S,só aqui,S_ALCP_2017MA-_WellingtonF.eaf
S,eu passei,S_ALCP_2017MA-_WellingtonF.eaf
S,dois meses lá em lá em paulínia,S_ALCP_2017MA-_WellingtonF.eaf
S,e depois passei pra cá,S_ALCP_2017MA-_WellingtonF.eaf
D1,paulínia é bom também,S_ALCP_2017MA-_WellingtonF.eaf
S,é bom é bom,S_ALCP_2017MA-_WellingtonF.eaf
S,gostei de lá,S_ALCP_2017MA-_WellingtonF.eaf
D1,e,S_ALCP_2017MA-_WellingtonF.eaf
,,
### Arquivo: S_ALCP_2017MA-_WellingtonF.eaf,,
--- Trecho ---,,
D1,e o que que você acha que esse bairro tem de diferente dos outros bairros de campinas,S_ALCP_2017MA-_WellingtonF.eaf
S,aqui,S_ALCP_2017MA-_WellingtonF.eaf
S,esse povo,S_ALCP_2017MA-_WellingtonF.eaf
S,por conta de eu morar aqui,S_ALCP_2017MA-_WellingtonF.eaf
S,disso nunca ter morado em outro bairro é,S_ALCP_2017MA-_WellingtonF.eaf
S,é perto de quase tudo aqui,S_ALCP_2017MA-_WellingtonF.eaf
D1,aham,S_ALCP_2017MA-_WellingtonF.eaf
S,perto de pizzaria perto de habibs ali,S_ALCP_2017MA-_WellingtonF.eaf
S,perto do centro vai até da pra ir até a pé,S_ALCP_2017MA-_WellingtonF.eaf
S,a única coisa de diferente que tem é essa ,S_ALCP_2017MA-_WellingtonF.eaf
D1,de ser perto mesmo,S_ALCP_2017MA-_WellingtonF.eaf
S,é perto,S_ALCP_2017MA-_WellingtonF.eaf
D1,tá,S_ALCP_2017MA-_WellingtonF.eaf
D1,e você sabe se aqui costuma haver festa de bairro,S_ALCP_2017MA-_WellingtonF.eaf
S,não,S_ALCP_2017MA-_WellingtonF.eaf
D1,mas tem algum lugar aqui que você sabe que as pessoas se reúnam,S_ALCP_2017MA-_WellingtonF.eaf
,,
### Arquivo: S_ALCP_2017MA-_WellingtonF.eaf,,
--- Trecho ---,,
D1,e você sabe se aqui costuma haver festa de bairro,S_ALCP_2017MA-_WellingtonF.eaf
S,não,S_ALCP_2017MA-_WellingtonF.eaf
D1,mas tem algum lugar aqui que você sabe que as pessoas se reúnam,S_ALCP_2017MA-_WellingtonF.eaf
S,assim eu não costumo andar muito mas os meninos aqui eles gostam de andar lá no,S_ALCP_2017MA-_WellingtonF.eaf
S,chão brasil,S_ALCP_2017MA-_WellingtonF.eaf
S,às vezes eu gosto de sair eu vou ali no estação castelo na cachaçaria são joaquim,S_ALCP_2017MA-_WellingtonF.eaf
S,ou então lá no montagner,S_ALCP_2017MA-_WellingtonF.eaf
S,estamos falando,S_ALCP_2017MA-_WellingtonF.eaf
S,são os lugares que eu,S_ALCP_2017MA-_WellingtonF.eaf
S,frequento às vezes quando eu estou de folga quero passear um pouco,S_ALCP_2017MA-_WellingtonF.eaf
D1,e as pessoas elas se ajudam por aqui,S_ALCP_2017MA-_WellingtonF.eaf
S,aham,S_ALCP_2017MA-_WellingtonF.eaf
S,muito é sempre um ajudando o outro é tudo da mesma terra os,S_ALCP_2017MA-_WellingtonF.eaf
S,da mesma cidade,S_ALCP_2017MA-_WellingtonF.eaf
S,é um ajudando o outro,S_ALCP_2017MA-_WellingtonF.eaf
D1,se você então se você ficar doente alguma coisa pra quem que você recorre,S_ALCP_2017MA-_WellingtonF.eaf
,,
### Arquivo: S_ALCP_2017MA-_WellingtonF.eaf,,
--- Trecho ---,,
D1,e hoje em dia tem algum outro bai bairro que você gostaria de morar,S_ALCP_2017MA-_WellingtonF.eaf
S,uhn,S_ALCP_2017MA-_WellingtonF.eaf
S,acho que não,S_ALCP_2017MA-_WellingtonF.eaf
S,por aqui está muito bom mesmo viu,S_ALCP_2017MA-_WellingtonF.eaf
D1,está bom,S_ALCP_2017MA-_WellingtonF.eaf
D1,e como que foi a sua infância ,S_ALCP_2017MA-_WellingtonF.eaf
D1,lá em arapiraca,S_ALCP_2017MA-_WellingtonF.eaf
S,ih,S_ALCP_2017MA-_WellingtonF.eaf
S,foi bom demais né,S_ALCP_2017MA-_WellingtonF.eaf
D1,é,S_ALCP_2017MA-_WellingtonF.eaf
S,muito bom,S_ALCP_2017MA-_WellingtonF.eaf
D1,como é que foi,S_ALCP_2017MA-_WellingtonF.eaf
D1,conta um pouquinho pra mim,S_ALCP_2017MA-_WellingtonF.eaf
S,então a infância da gente,S_ALCP_2017MA-_WellingtonF.eaf
S,lá,S_ALCP_2017MA-_WellingtonF.eaf
S,como é que eu posso dizer,S_ALCP_2017MA-_WellingtonF.eaf
,,
### Arquivo: S_ALCP_2017MA-_WellingtonF.eaf,,
--- Trecho ---,,
D1,e você foi pra escola no mesmo bairro,S_ALCP_2017MA-_WellingtonF.eaf
S,não,S_ALCP_2017MA-_WellingtonF.eaf
S,era,S_ALCP_2017MA-_WellingtonF.eaf
S,outro bairro diferente,S_ALCP_2017MA-_WellingtonF.eaf
S,porque a cidade era pe pequena ,S_ALCP_2017MA-_WellingtonF.eaf
S,aí ficava pertinho de tudo,S_ALCP_2017MA-_WellingtonF.eaf
S,e,S_ALCP_2017MA-_WellingtonF.eaf
S,ficava a uns três quarteirões depois da rua que eu morava ficava a escola que eu estudava,S_ALCP_2017MA-_WellingtonF.eaf
D1,e como que era a escola,S_ALCP_2017MA-_WellingtonF.eaf
S,era,S_ALCP_2017MA-_WellingtonF.eaf
S,não era uma escola tão grande,S_ALCP_2017MA-_WellingtonF.eaf
S,nossa uma escola estadual,S_ALCP_2017MA-_WellingtonF.eaf
S,ela ficava bem localizada lá no centro da cidade mesmo,S_ALCP_2017MA-_WellingtonF.eaf
S,em cima de uma praça que tinha uma praça de eventos que tinha lá,S_ALCP_2017MA-_WellingtonF.eaf
S,muito bom,S_ALCP_2017MA-_WellingtonF.eaf
S,ali no centro da cidade,S_ALCP_2017MA-_WellingtonF.eaf
,,
### Arquivo: S_ALCP_2017MA-_WellingtonF.eaf,,
--- Trecho ---,,
D1,e você acha que tem algum bairro específico em que essas pessoas que vem de fora se concentram mais aqui em campinas,S_ALCP_2017MA-_WellingtonF.eaf
S,aí é muito é muito espalhado ,S_ALCP_2017MA-_WellingtonF.eaf
D1,espalhado,S_ALCP_2017MA-_WellingtonF.eaf
S,é mu,S_ALCP_2017MA-_WellingtonF.eaf
S,no na no na barão geraldo tem uns ,S_ALCP_2017MA-_WellingtonF.eaf
S,da minha cidade mesmo  tem um já vi um monte lá,S_ALCP_2017MA-_WellingtonF.eaf
S,deixa eu ver tem outro aqui,S_ALCP_2017MA-_WellingtonF.eaf
S,no castelo  aqui também tem poucos ,S_ALCP_2017MA-_WellingtonF.eaf
S,e,S_ALCP_2017MA-_WellingtonF.eaf
S,tem uns  que mora na favela,S_ALCP_2017MA-_WellingtonF.eaf
D1,uhum,S_ALCP_2017MA-_WellingtonF.eaf
S,que é um pessoal de uma cidade chamada campo grande que os  menino trabalha lá e conhece um pessoal que,S_ALCP_2017MA-_WellingtonF.eaf
S,é amigo dele de infância,S_ALCP_2017MA-_WellingtonF.eaf
S,viveram junto,S_ALCP_2017MA-_WellingtonF.eaf
S,e aí um dia eles  se encontraram aqui,S_ALCP_2017MA-_WellingtonF.eaf
S,e eles  falaram que moram na favela,S_ALCP_2017MA-_WellingtonF.eaf
,,
### Arquivo: S_ALCP_2017MA-_WellingtonF.eaf,,
--- Trecho ---,,
D1,e dentro de campinas você consegue identificar se a pessoa é de alguma região ou de algum bairro em específico aqui da cidade,S_ALCP_2017MA-_WellingtonF.eaf
S,bairro não agora,S_ALCP_2017MA-_WellingtonF.eaf
S,eu conheço,S_ALCP_2017MA-_WellingtonF.eaf
S,pelo sotaque,S_ALCP_2017MA-_WellingtonF.eaf
D1,aham,S_ALCP_2017MA-_WellingtonF.eaf
