ARQUIVO,TRILHA,OCORRENCIA
S_PBCP_2018MA-_JonasP.eaf,S,gato é aquele que serviço que tem eh sem carteira assinada né
S_PBCP_2018MA-_JonasP.eaf,D1,sim
S_PBCP_2018MA-_JonasP.eaf,S,aí
S_PBCP_2018MA-_JonasP.eaf,S,eu soube que o gato não pagava nem os  que estava  trabalhando lá eu peguei e saí fora
S_PBCP_2018MA-_JonasP.eaf,S,aí eu vim embora pra paraíba
S_PBCP_2018MA-_JonasP.eaf,D1,ah entendi
S_PBCP_2018MA-_JonasP.eaf,S,aí dois  mil e dezesseis  foi sem xxx 
S_PBCP_2018MA-_JonasP.eaf,D1,não deu muito certo então
S_PBCP_2018MA-_JonasP.eaf,D1,é o trabalho então
S_PBCP_2018MA-_JonasP.eaf,S,é o trabalho
S_PBCP_2018MA-_JonasP.eaf,D1,as outras cidades
S_PBCP_2018MA-_JonasP.eaf,S,essa aqui é pequeno mas  é bom
S_PBCP_2018MA-_JonasP.eaf,D1,e o que que você acha que caracteriza o paulista
S_PBCP_2018MA-_JonasP.eaf,D1,a pessoa que nasceu no estado de são paulo
S_PBCP_2018MA-_JonasP.eaf,S,pessoa que nasceu  no estado  de são paulo
S_PBCP_2018MA-_JonasP.eaf,D1,pode ser tanto as coisas boas ou ruins que você acha
S_PBCP_2018MA-_JonasP.eaf,S,sim
S_PBCP_2018MA-_JonasP.eaf,S,o que nasceu  no estado  de são paulo
S_PBCP_2018MA-_JonasP.eaf,S,muitos  lá quando a gen
S_PBCP_2018MA-_JonasP.eaf,S,o quem está  lá na paraíba e no nordeste  e eles  às  vezes 
S_PBCP_2018MA-_JonasP.eaf,S,eu acho que não seja preconceito mas  eles  dizem que o paulista 
S_PBCP_2018MA-_JonasP.eaf,S,não tem coragem de trabalhar mas  isso é mentira
S_PBCP_2018MA-_JonasP.eaf,S,porque
S_PBCP_2018MA-_JonasP.eaf,S,a gente vem quando vem de lá pra cá só vem pro serviço pesado
S_PBCP_2018MB+_ClaudineiP.eaf,D1,que que você como você faz pra chegar no seu trabalho
S_PBCP_2018MB+_ClaudineiP.eaf,S,eu vou de carro com um amigo meu
S_PBCP_2018MB+_ClaudineiP.eaf,D1,de carro
S_PBCP_2018MB+_ClaudineiP.eaf,D1,e o que que você faz
S_PBCP_2018MB+_ClaudineiP.eaf,S,carpintaria
S_PBCP_2018MB+_ClaudineiP.eaf,D1,é
S_PBCP_2018MB+_ClaudineiP.eaf,D1,aqui pertinho mesmo
S_PBCP_2018MB+_ClaudineiP.eaf,S,é no oziel
S_PBCP_2018MB+_ClaudineiP.eaf,D1,ah eu sei onde é
S_PBCP_2018MB+_ClaudineiP.eaf,D1,e faz tempo que você está nesse serviço
S_PBCP_2018MB+_ClaudineiP.eaf,S,sete meses
S_PBCP_2018MB+_ClaudineiP.eaf,D1,sete
S_PBCP_2018MB+_ClaudineiP.eaf,D1,e antes você estava estava trabalhando com quê
S_PBCP_2018MB+_ClaudineiP.eaf,S,antes
S_PBCP_2018MB+_ClaudineiP.eaf,D1,é
S_PBCP_2018MB+_ClaudineiP.eaf,S,é a mesma coisa
S_PBCP_2018MB+_ClaudineiP.eaf,D1,e faz tempo que você está nesse serviço
S_PBCP_2018MB+_ClaudineiP.eaf,S,sete meses
S_PBCP_2018MB+_ClaudineiP.eaf,D1,sete
S_PBCP_2018MB+_ClaudineiP.eaf,D1,e antes você estava estava trabalhando com quê
S_PBCP_2018MB+_ClaudineiP.eaf,S,antes
S_PBCP_2018MB+_ClaudineiP.eaf,D1,é
S_PBCP_2018MB+_ClaudineiP.eaf,S,é a mesma coisa
S_PBCP_2018MB+_ClaudineiP.eaf,D1,era só mudou o local
S_PBCP_2018MB+_ClaudineiP.eaf,S,é só mudou o local
S_PBCP_2018MB+_ClaudineiP.eaf,D1,ah entendi você se
S_PBCP_2018MB+_ClaudineiP.eaf,D1,e lá você também trabalhava com isso ou não
S_PBCP_2018MB+_ClaudineiP.eaf,S,não
S_PBCP_2018MB+_ClaudineiP.eaf,D1,não
S_PBCP_2018MB+_ClaudineiP.eaf,D1,você trabalhava lá ou não
S_PBCP_2018MB+_ClaudineiP.eaf,S,aonde
S_PBCP_2018MB+_ClaudineiP.eaf,D1,lá quando você morava na paraíba
S_PBCP_2018MB+_ClaudineiP.eaf,D1,e você gosta do seu serviço
S_PBCP_2018MB+_ClaudineiP.eaf,S,adoro
S_PBCP_2018MB+_ClaudineiP.eaf,D1,é
S_PBCP_2018MB+_ClaudineiP.eaf,S,eu amo meu serviço
S_PBCP_2018MB+_ClaudineiP.eaf,D1,é
S_PBCP_2018MB+_ClaudineiP.eaf,D1,que bom né
S_PBCP_2018MB+_ClaudineiP.eaf,D1,tem que ser assim senão a gente
S_PBCP_2018MB+_ClaudineiP.eaf,S,lógico
S_PBCP_2018MB+_ClaudineiP.eaf,D1,espana né
S_PBCP_2018MB+_ClaudineiP.eaf,D1,sai correndo
S_PBCP_2018MB+_ClaudineiP.eaf,S,é
S_PBCP_2018MB+_ClaudineiP.eaf,D1,e você quer alcançar algum outro cargo dentro do que você já faz
S_PBCP_2018MB+_ClaudineiP.eaf,S,encarregado
S_PBCP_2018MB+_ClaudineiP.eaf,D1,é
S_PBCP_2018MB+_ClaudineiP.eaf,D1,e você se sente assim reconhecido no seu trabalho
S_PBCP_2018MB+_ClaudineiP.eaf,S,um pouco
S_PBCP_2018MB+_ClaudineiP.eaf,D1,e você se sente assim reconhecido no seu trabalho
S_PBCP_2018MB+_ClaudineiP.eaf,S,um pouco
S_PBCP_2018MB+_ClaudineiP.eaf,D1,só um pouco
S_PBCP_2018MB+_ClaudineiP.eaf,S,só um pouquinho
S_PBCP_2018MB+_ClaudineiP.eaf,D1,não pode elogiar muito né que senão
S_PBCP_2018MB+_ClaudineiP.eaf,S,não
S_PBCP_2018MB+_ClaudineiP.eaf,S,chama de puxa-saco
S_PBCP_2018MB+_ClaudineiP.eaf,D1,é
S_PBCP_2018MB+_ClaudineiP.eaf,D1,tem que ter muito cuidado né às ve a visão a visão que as pessoas tem né na verdade às vezes você gosta muito do trabalho e a pessoa acha começa a achar que você está
S_PBCP_2018MB+_ClaudineiP.eaf,S,é
S_PBCP_2018MB+_ClaudineiP.eaf,S,exato
S_PBCP_2018MB+_ClaudineiP.eaf,S,errado
S_PBCP_2018MB+_ClaudineiP.eaf,D1,e mas tem qual seria assim a profissão do seus sonhos
S_PBCP_2018MB+_ClaudineiP.eaf,S,engenheiro
S_PBCP_2018MB+_ClaudineiP.eaf,D1,é engenheiro civil
S_PBCP_2018MB+_ClaudineiP.eaf,S,sim
S_PBCP_2018MB+_ClaudineiP.eaf,D1,tem que ter muito cuidado né às ve a visão a visão que as pessoas tem né na verdade às vezes você gosta muito do trabalho e a pessoa acha começa a achar que você está
S_PBCP_2018MB+_ClaudineiP.eaf,S,é
S_PBCP_2018MB+_ClaudineiP.eaf,S,exato
S_PBCP_2018MB+_ClaudineiP.eaf,S,errado
S_PBCP_2018MB+_ClaudineiP.eaf,D1,e mas tem qual seria assim a profissão do seus sonhos
S_PBCP_2018MB+_ClaudineiP.eaf,S,engenheiro
S_PBCP_2018MB+_ClaudineiP.eaf,D1,é engenheiro civil
S_PBCP_2018MB+_ClaudineiP.eaf,S,sim
S_PBCP_2018MB+_ClaudineiP.eaf,D1,é
S_PBCP_2018MB+_ClaudineiP.eaf,S,aham
S_PBCP_2018MB+_ClaudineiP.eaf,D1,você pretende ainda um dia
S_PBCP_2018MB+_ClaudineiP.eaf,S,ah quem sabe um dia eu não chego lá né
S_PBCP_2018MB+_ClaudineiP.eaf,D1,quem sabe nunca nun a gente não pode deixar de né
S_PBCP_2018MB+_ClaudineiP.eaf,S,é
S_PBCP_2018MB+_ClaudineiP.eaf,D1,de querer alguma coisa né
S_PBCP_2018MB+_ClaudineiP.eaf,D1,nun sempre é tempo pra gente fazer tudo né
S_PBCP_2018MB+_MatheusA.eaf,D1,e como é que você faz para chegar no seu trabalho
S_PBCP_2018MB+_MatheusA.eaf,S,o ônibus  pa passa aqui na porta e pega
S_PBCP_2018MB+_MatheusA.eaf,D1,é fretado
S_PBCP_2018MB+_MatheusA.eaf,S,é
S_PBCP_2018MB+_MatheusA.eaf,D1,ah sei entendi
S_PBCP_2018MB+_MatheusA.eaf,S,ele pega e deixa aí
S_PBCP_2018MB+_MatheusA.eaf,D1,e o que que você faz
S_PBCP_2018MB+_MatheusA.eaf,S,lá eu trabalho com a parte industrial 
S_PBCP_2018MB+_MatheusA.eaf,S,é que eu trabalho na firma de gás  né 
S_PBCP_2018MB+_MatheusA.eaf,D1,uhum
S_PBCP_2018MB+_MatheusA.eaf,S,aí eu trabalho com o industrial 
S_PBCP_2018MB+_MatheusA.eaf,S,são aqueles  grandão lá que eles  leva só para industria 
S_PBCP_2018MB+_MatheusA.eaf,D1,é o
S_PBCP_2018MB+_MatheusA.eaf,S,aí lá eu faço de tudo de lá eh
S_PBCP_2018MB+_MatheusA.eaf,S,lá lá no setor
S_PBCP_2018MB+_MatheusA.eaf,D1,tem um nome desses grandão aí né
S_PBCP_2018MB+_MatheusA.eaf,D1,e faz tempo que você está nesse serviço
S_PBCP_2018MB+_MatheusA.eaf,S,eu hoje hoje eu estava  falando hoje vai hoje faz  vinte seis  anos  e seis  mês 
S_PBCP_2018MB+_MatheusA.eaf,S,que eu estou  nessa empresa
S_PBCP_2018MB+_MatheusA.eaf,D1,oh louco sério
S_PBCP_2018MB+_MatheusA.eaf,S,é
S_PBCP_2018MB+_MatheusA.eaf,D1,olha só
S_PBCP_2018MB+_MatheusA.eaf,S,é como era perigosa já aposentei também estou  aposentado
S_PBCP_2018MB+_MatheusA.eaf,D1,ah entendi
S_PBCP_2018MB+_MatheusA.eaf,S,é tanto que eu estou  de férias  agora
S_PBCP_2018MB+_MatheusA.eaf,S,e quando eu voltar eu já eu acho que vou ficar só mais  trinta dia e vão me dispensar 
S_PBCP_2018MB+_MatheusA.eaf,D1,ah é
S_PBCP_2018MB+_MatheusA.eaf,D1,por que eles não estão mais
S_PBCP_2018MB+_MatheusA.eaf,S,é porque não pode ficar né a pessoa que aposenta especial  não pode ficar na empresa
S_PBCP_2018MB+_MatheusA.eaf,D1,uhn
S_PBCP_2018MB+_MatheusA.eaf,S,no caso não pode eu já estou  já eu acho que já fiquei tempo demais  lá depois  que eu aposentei
S_PBCP_2018MB+_MatheusA.eaf,D1,mas então você já está conformado que você vai ficar em casa agora
S_PBCP_2018MB+_MatheusA.eaf,D1,e então você gosta do seu serviço né apesar de você estar cansado
S_PBCP_2018MB+_MatheusA.eaf,S,é
S_PBCP_2018MB+_MatheusA.eaf,D1,você gosta do que você faz
S_PBCP_2018MB+_MatheusA.eaf,S,cansativo é
S_PBCP_2018MB+_MatheusA.eaf,S,mas  tinha tinha que trabalhar não tem essa né
S_PBCP_2018MB+_MatheusA.eaf,D1,sempre é
S_PBCP_2018MB+_MatheusA.eaf,S,mas  acostuma  viu a gente acostuma  com tudo que é ruim nessa vida
S_PBCP_2018MB+_MatheusA.eaf,D1,ai que dó
S_PBCP_2018MB+_MatheusA.eaf,D1,e você se sente reconhecido lá no seu trabalho
S_PBCP_2018MB+_MatheusA.eaf,S,sim
S_PBCP_2018MB+_MatheusA.eaf,D1,é
S_PBCP_2018MB+_MatheusA.eaf,S,é tanto que os  cara não quer queria me mandar embora preciso mandar embora assim porque não tem jeito senão eu ia
S_PBCP_2018MB+_MatheusA.eaf,S,ia me segurar lá viu
S_PBCP_2018MB+_MatheusA.eaf,D1,ia ficar o resto da vida lá
S_PBCP_2018MB+_MatheusA.eaf,D1,e você bom você está quase aposentando
S_PBCP_2018MB+_MatheusA.eaf,D1,então você não tem nenhum outro cargo que você almeja assim conquistar lá dentro ou teria
S_PBCP_2018MB+_MatheusA.eaf,D1,e você se sente reconhecido lá no seu trabalho
S_PBCP_2018MB+_MatheusA.eaf,S,sim
S_PBCP_2018MB+_MatheusA.eaf,D1,é
S_PBCP_2018MB+_MatheusA.eaf,S,é tanto que os  cara não quer queria me mandar embora preciso mandar embora assim porque não tem jeito senão eu ia
S_PBCP_2018MB+_MatheusA.eaf,S,ia me segurar lá viu
S_PBCP_2018MB+_MatheusA.eaf,D1,ia ficar o resto da vida lá
S_PBCP_2018MB+_MatheusA.eaf,D1,e você bom você está quase aposentando
S_PBCP_2018MB+_MatheusA.eaf,D1,então você não tem nenhum outro cargo que você almeja assim conquistar lá dentro ou teria
S_PBCP_2018MB+_MatheusA.eaf,S,não não
S_PBCP_2018MB+_MatheusA.eaf,D1,não
S_PBCP_2018MB+_MatheusA.eaf,D1,bom você já aposentou na verdade né
S_PBCP_2018MB+_MatheusA.eaf,S,estou  aposentado
S_PBCP_2018MB+_MatheusA.eaf,D1,entendi mas qual seria assim a profissão dos seus sonhos você tem uma profissão dos sonhos assim
S_PBCP_2018MB+_MatheusA.eaf,D1,quando você era mais você falava ah queria tanto ser isso ou não
S_PBCP_2018MB+_MatheusA.eaf,S,não eu sempre pensava assim em fazer um curso de de assim de de mecânica essas  coisa assim eu tinha vontade né
S_PBCP_2018MB+_MatheusA.eaf,S,é tan eu queria fazer um senai mas  onde eu morava lá em santo andré
S_PBCP_2018MB+_MatheusA.eaf,D1,precisa dispensar logo do trabalho para você realizar tudo isso
S_PBCP_2018MB+_MatheusA.eaf,S,eu falei para mulher a gente vai conhecer os  lugar vamo pegar um pacotizinho aí né de uma semana de semana e ir lá conhecer né
S_PBCP_2018MB+_MatheusA.eaf,S,tem que aproveitar porque
S_PBCP_2018MB+_MatheusA.eaf,D1,eh já faz um turismo lá
S_PBCP_2018MB+_MatheusA.eaf,S,né a gente tem que viver um pouco também
S_PBCP_2018MB+_MatheusA.eaf,D1,sim com certeza
S_PBCP_2018MB+_MatheusA.eaf,S,a gente vida toda trabalhou agora tem que
S_PBCP_2018MB+_MatheusA.eaf,S,desfrutar  também um pouco né
S_PBCP_2018MB+_MatheusA.eaf,D1,aproveita né tem que ter um retorno né
S_PBCP_2018MB+_MatheusA.eaf,S,uhum
S_PBCP_2018MB+_MatheusA.eaf,D1,não é possível
S_PBCP_2018MB+_MatheusA.eaf,D1,entendi
S_PBCP_2018MB+_MatheusA.eaf,D1,e você gosta de morar aqui em paulínia
S_PBCP_2018MB+_MatheusA.eaf,S,ah gosto  viu 
S_PBCP_2018MB+_MatheusA.eaf,D1,por que que você gosta de paulínia
S_PBCP_2018MB+_MatheusA.eaf,S,porque aqui foi onde eu consegui minhas  coisa né
